TrialNumber,OptionA,OptionB,EndA,EndB,letter,difference,change,A_alwaysBest,B_alwaysBest,Best_changes,Choice_RT,Choice_Wait,Choice_Commit,Choice_Miss,Press_hit,Play_RT,RT_trialClock_play,ITI_play,Square_timing,Press_miss,Play_win_A,Play_win_B,Late_RT,Play_lost,Play_lost_chosenA,Play_lost_chosenB,Precomm_RT,Precomm_B,Precomm_A,Precomm_miss,Earnings,date,frameRate,expName,participant,
1,47,27,38,36,o,20,9,True,False,False,7.65670084953,False,True,False,0,0,0,0,0.25,0,False,False,0,False,False,False,10.7082259655,False,True,False,38,06082019,60.0402529696,PreComm_Task,682,
2,43,71,52,62,u,28,9,False,True,False,7.64922118187,False,True,False,0,0,0,0,0.25,0,False,False,0,False,False,False,10.7003760338,True,False,False,62,06082019,60.0402529696,PreComm_Task,682,
3,33,29,36,26,b,4,-3,True,False,False,7.63293290138,True,False,False,False,0,0,0.2,0.25,True,False,False,17.0517168045,False,False,True,0,False,False,False,26,06082019,60.0402529696,PreComm_Task,682,
4,70,66,61,75,c,4,9,False,False,True,7.68211817741,False,True,False,0,0,0,0,0.27,0,False,False,0,False,False,False,10.7336931229,False,True,False,61,06082019,60.0402529696,PreComm_Task,682,
5,27,31,30,28,a,4,3,False,False,True,7.66623497009,True,False,False,True,0.21676492691,16.0171291828,0.2,0.27,False,True,False,0,False,False,False,0,False,False,False,30,06082019,60.0402529696,PreComm_Task,682,
6,24,52,15,61,v,28,-9,False,True,False,7.63310313225,False,True,False,0,0,0,0,0.25,0,False,False,0,False,False,False,10.6845309734,True,False,False,61,06082019,60.0402529696,PreComm_Task,682,
7,39,19,26,32,q,20,13,False,False,True,7.6837439537,True,False,False,False,0,0,0.7,0.25,True,False,False,17.601995945,False,False,True,0,False,False,False,32,06082019,60.0402529696,PreComm_Task,682,
8,26,46,29,43,m,20,3,False,True,False,7.64883422852,False,True,False,0,0,0,0,0.27,0,False,False,0,False,False,False,10.7004101276,True,False,False,43,06082019,60.0402529696,PreComm_Task,682,
9,49,53,36,66,f,4,-13,False,True,False,7.68284010887,False,True,False,0,0,0,0,0.27,0,False,False,0,False,False,False,10.7340021133,True,False,False,66,06082019,60.0402529696,PreComm_Task,682,
10,22,42,19,45,n,20,-3,False,True,False,7.64848899841,False,True,False,0,0,0,0,0.27,0,False,False,0,False,False,False,10.6998450756,True,False,False,45,06082019,60.0402529696,PreComm_Task,682,
11,36,64,23,77,x,28,-13,False,True,False,7.61678385735,False,True,False,0,0,0,0,0.27,0,False,False,0,False,False,False,10.6676528454,True,False,False,77,06082019,60.0402529696,PreComm_Task,682,
12,37,65,34,68,t,28,-3,False,True,False,7.66624689102,False,True,False,0,0,0,0,0.27,0,False,False,0,False,False,False,10.717250824,True,False,False,68,06082019,60.0402529696,PreComm_Task,682,
13,52,64,65,51,k,12,13,False,False,True,7.64945411682,False,True,False,0,0,0,0,0.27,0,False,False,0,False,False,False,10.7000930309,True,False,False,51,06082019,60.0402529696,PreComm_Task,682,
14,28,40,37,31,i,12,9,False,False,True,7.63245201111,True,False,False,False,0,0,0.8,0.27,True,False,False,17.666877985,False,False,True,0,False,False,False,31,06082019,60.0402529696,PreComm_Task,682,
15,44,72,57,59,w,28,13,False,True,False,7.64999198914,False,True,False,0,0,0,0,0.29,0,False,False,0,False,False,False,10.7005050182,True,False,False,59,06082019,60.0402529696,PreComm_Task,682,
16,59,47,62,44,h,12,-3,True,False,False,7.63246893883,False,True,False,0,0,0,0,0.29,0,False,False,0,False,False,False,10.6836090088,False,True,False,62,06082019,60.0402529696,PreComm_Task,682,
17,64,52,73,43,j,12,-9,True,False,False,7.63314700127,False,True,False,0,0,0,0,0.29,0,False,False,0,False,False,False,10.6835598946,False,True,False,73,06082019,60.0402529696,PreComm_Task,682,
18,68,48,77,39,p,20,-9,True,False,False,7.68329620361,False,True,False,0,0,0,0,0.29,0,False,False,0,False,False,False,10.7341270447,False,True,False,77,06082019,60.0402529696,PreComm_Task,682,
19,37,57,24,70,r,20,-13,False,True,False,7.66625595093,False,True,False,0,0,0,0,0.29,0,False,False,0,False,False,False,10.71733284,True,False,False,70,06082019,60.0402529696,PreComm_Task,682,
20,57,69,44,82,l,12,-13,False,True,False,7.63389492035,False,True,False,0,0,0,0,0.29,0,False,False,0,False,False,False,10.6850149632,True,False,False,82,06082019,60.0402529696,PreComm_Task,682,
21,29,57,32,54,s,28,3,False,True,False,7.6317961216,False,True,False,0,0,0,0,0.29,0,False,False,0,False,False,False,10.6827499866,True,False,False,54,06082019,60.0402529696,PreComm_Task,682,
22,33,45,36,42,g,12,3,False,True,False,7.64888310432,False,True,False,0,0,0,0,0.29,0,False,False,0,False,False,False,10.699600935,True,False,False,42,06082019,60.0402529696,PreComm_Task,682,
23,52,56,43,65,d,4,-9,False,True,False,7.63283705711,False,True,False,0,0,0,0,0.29,0,False,False,0,False,False,False,10.6842410564,True,False,False,65,06082019,60.0402529696,PreComm_Task,682,
24,26,30,39,17,e,4,13,False,False,True,7.66546988487,True,False,False,False,0,0,1.2,0.29,True,False,False,18.1164588928,False,True,False,0,False,False,False,39,06082019,60.0402529696,PreComm_Task,682,
1,67,63,54,76,e,4,13,False,False,True,7.68288707733,False,True,False,0,0,0,0,0.31,0,False,False,0,False,False,False,10.7340531349,False,True,False,54,06082019,60.0402529696,PreComm_Task,682,
2,14,42,5,51,v,28,-9,False,True,False,7.68282580376,False,True,False,0,0,0,0,0.31,0,False,False,0,False,False,False,10.7339179516,False,False,True,0,06082019,60.0402529696,PreComm_Task,682,
3,57,69,54,72,h,12,-3,False,True,False,7.64982104301,False,True,False,0,0,0,0,0.31,0,False,False,0,False,False,False,10.7006189823,True,False,False,72,06082019,60.0402529696,PreComm_Task,682,
4,54,82,63,73,u,28,9,False,True,False,7.66682600975,False,True,False,0,0,0,0,0.31,0,False,False,0,False,False,False,10.7173469067,True,False,False,73,06082019,60.0402529696,PreComm_Task,682,
5,58,30,61,27,t,28,-3,True,False,False,7.63203978539,False,True,False,0,0,0,0,0.31,0,False,False,0,False,False,False,10.683369875,False,True,False,61,06082019,60.0402529696,PreComm_Task,682,
6,48,44,39,53,c,4,9,False,False,True,7.6322619915,False,True,False,0,0,0,0,0.31,0,False,False,0,False,False,False,10.683191061,False,True,False,39,06082019,60.0402529696,PreComm_Task,682,
7,41,37,44,34,b,4,-3,True,False,False,7.64902591705,False,True,False,0,0,0,0,0.31,0,False,False,0,False,False,False,10.6999800205,False,True,False,44,06082019,60.0402529696,PreComm_Task,682,
8,50,54,41,63,d,4,-9,False,True,False,7.66591501236,False,True,False,0,0,0,0,0.31,0,False,False,0,False,False,False,10.7173469067,True,False,False,63,06082019,60.0402529696,PreComm_Task,682,
9,33,45,36,42,g,12,3,False,True,False,7.63255000114,False,True,False,0,0,0,0,0.31,0,False,False,0,False,False,False,10.6844198704,True,False,False,42,06082019,60.0402529696,PreComm_Task,682,
10,63,43,66,40,n,20,-3,True,False,False,7.68237996101,False,True,False,0,0,0,0,0.31,0,False,False,0,False,False,False,10.734153986,False,True,False,66,06082019,60.0402529696,PreComm_Task,682,
