TrialNumber,OptionA,OptionB,EndA,EndB,letter,difference,change,A_alwaysBest,B_alwaysBest,Best_changes,Choice_RT,Choice_Wait,Choice_Commit,Choice_Miss,Press_hit,Play_RT,RT_trialClock_play,ITI_play,Square_timing,Press_miss,Play_win_A,Play_win_B,Late_RT,Play_lost,Play_lost_chosenA,Play_lost_chosenB,Precomm_RT,Precomm_B,Precomm_A,Precomm_miss,Earnings,date,frameRate,expName,participant,
1,46,18,43,21,s,28,3,True,False,False,7.65440320969,True,False,False,True,0.242020130157,16.1311020851,0.3,0.25,False,True,False,0,False,False,False,0,False,False,False,43,05092019,59.9761199664,PreComm_Task,568,
2,64,60,67,57,b,4,-3,True,False,False,7.64833021164,False,True,False,0,0,0,0,0.23,0,False,False,0,False,False,False,10.6995520592,False,True,False,67,05092019,59.9761199664,PreComm_Task,568,
3,65,77,62,80,h,12,-3,False,True,False,7.64926505089,False,True,False,0,0,0,0,0.23,0,False,False,0,False,False,False,10.7003321648,True,False,False,80,05092019,59.9761199664,PreComm_Task,568,
4,39,59,30,68,p,20,-9,False,True,False,7.70052886009,True,False,False,True,0.220514059067,16.9552469254,1.1,0.23,False,False,True,0,False,False,False,0,False,False,False,68,05092019,59.9761199664,PreComm_Task,568,
5,64,44,67,41,n,20,-3,True,False,False,7.6327419281,True,False,False,False,0,0,1.0,0.21,True,False,False,17.8179891109,False,True,False,0,False,False,False,67,05092019,59.9761199664,PreComm_Task,568,
6,71,67,84,54,f,4,-13,True,False,False,7.6321849823,False,True,False,0,0,0,0,0.23,0,False,False,0,False,False,False,10.6837260723,False,True,False,84,05092019,59.9761199664,PreComm_Task,568,
7,50,62,37,75,l,12,-13,False,True,False,7.64917492867,False,True,False,0,0,0,0,0.23,0,False,False,0,False,False,False,10.7006559372,False,True,False,37,05092019,59.9761199664,PreComm_Task,568,
8,31,27,28,30,a,4,3,False,False,True,7.68150305748,True,False,False,True,0.214750051498,17.0317690372,1.2,0.23,False,False,True,0,False,False,False,0,False,False,False,30,05092019,59.9761199664,PreComm_Task,568,
9,31,35,40,26,c,4,9,False,False,True,7.68286800385,True,False,False,False,0,0,0.7,0.21,True,False,False,17.5678169727,False,False,True,0,False,False,False,26,05092019,59.9761199664,PreComm_Task,568,
10,33,45,42,36,i,12,9,False,False,True,7.63217997551,True,False,False,False,0,0,0.6,0.23,True,False,False,17.4342300892,False,False,True,0,False,False,False,36,05092019,59.9761199664,PreComm_Task,568,
11,33,53,20,66,r,20,-13,False,True,False,7.6826300621,False,True,False,0,0,0,0,0.25,0,False,False,0,False,False,False,10.7336530685,True,False,False,66,05092019,59.9761199664,PreComm_Task,568,
12,45,73,32,86,x,28,-13,False,True,False,7.64875197411,False,True,False,0,0,0,0,0.25,0,False,False,0,False,False,False,10.699696064,True,False,False,86,05092019,59.9761199664,PreComm_Task,568,
13,45,73,58,60,w,28,13,False,True,False,7.664935112,False,True,False,0,0,0,0,0.25,0,False,False,0,False,False,False,10.7166619301,True,False,False,60,05092019,59.9761199664,PreComm_Task,568,
14,41,37,50,28,d,4,-9,True,False,False,7.66565012932,True,False,False,False,0,0,0.3,0.25,True,False,False,17.183232069,False,False,True,0,False,False,False,28,05092019,59.9761199664,PreComm_Task,568,
15,65,61,52,74,e,4,13,False,False,True,7.64952898026,False,True,False,0,0,0,0,0.27,0,False,False,0,False,False,False,10.7006778717,False,True,False,52,05092019,59.9761199664,PreComm_Task,568,
16,69,41,60,50,u,28,9,True,False,False,7.63218402863,False,True,False,0,0,0,0,0.27,0,False,False,0,False,False,False,10.6826300621,False,True,False,60,05092019,59.9761199664,PreComm_Task,568,
17,72,60,69,63,g,12,3,True,False,False,7.68251299858,False,True,False,0,0,0,0,0.27,0,False,False,0,False,False,False,10.7340068817,False,True,False,69,05092019,59.9761199664,PreComm_Task,568,
18,24,36,37,23,k,12,13,False,False,True,7.64949417114,False,True,False,0,0,0,0,0.27,0,False,False,0,False,False,False,10.7003540993,True,False,False,23,05092019,59.9761199664,PreComm_Task,568,
19,40,20,31,29,o,20,9,True,False,False,7.64853382111,False,True,False,0,0,0,0,0.27,0,False,False,0,False,False,False,10.7003159523,False,True,False,31,05092019,59.9761199664,PreComm_Task,568,
20,69,41,78,32,v,28,-9,True,False,False,7.68201708794,False,True,False,0,0,0,0,0.27,0,False,False,0,False,False,False,10.7334229946,False,True,False,78,05092019,59.9761199664,PreComm_Task,568,
21,80,52,83,49,t,28,-3,True,False,False,7.64841222763,False,True,False,0,0,0,0,0.27,0,False,False,0,False,False,False,10.6992731094,False,True,False,83,05092019,59.9761199664,PreComm_Task,568,
22,81,61,78,64,m,20,3,True,False,False,7.63259196281,False,True,False,0,0,0,0,0.27,0,False,False,0,False,False,False,10.6839060783,False,True,False,78,05092019,59.9761199664,PreComm_Task,568,
23,53,65,44,74,j,12,-9,False,True,False,7.66548204422,False,True,False,0,0,0,0,0.27,0,False,False,0,False,False,False,10.7168939114,True,False,False,74,05092019,59.9761199664,PreComm_Task,568,
24,82,62,69,75,q,20,13,False,False,True,7.64912605286,False,True,False,0,0,0,0,0.27,0,False,False,0,False,False,False,10.7007319927,False,True,False,69,05092019,59.9761199664,PreComm_Task,568,
1,35,55,32,58,n,20,-3,False,True,False,7.63205718994,False,True,False,0,0,0,0,0.27,0,False,False,0,False,False,False,10.6833891869,True,False,False,58,05092019,59.9761199664,PreComm_Task,568,
2,39,27,42,24,h,12,-3,True,False,False,7.64968800545,True,False,False,True,0.241775035858,16.5251510143,0.7,0.27,False,True,False,0,False,False,False,0,False,False,False,42,05092019,59.9761199664,PreComm_Task,568,
3,23,51,20,54,t,28,-3,False,True,False,7.64938187599,False,True,False,0,0,0,0,0.25,0,False,False,0,False,False,False,10.7006158829,True,False,False,54,05092019,59.9761199664,PreComm_Task,568,
4,86,58,95,49,v,28,-9,True,False,False,7.64986801147,False,True,False,0,0,0,0,0.25,0,False,False,0,False,False,False,10.7001011372,False,True,False,95,05092019,59.9761199664,PreComm_Task,568,
5,64,44,55,53,o,20,9,True,False,False,7.68346500397,True,False,False,False,0,0,0.3,0.25,True,False,False,17.2018280029,False,False,True,0,False,False,False,53,05092019,59.9761199664,PreComm_Task,568,
6,67,63,76,54,d,4,-9,True,False,False,7.65002822876,True,False,False,True,0.216828107834,16.6003441811,0.8,0.27,False,True,False,0,False,False,False,0,False,False,False,76,05092019,59.9761199664,PreComm_Task,568,
7,52,40,39,53,k,12,13,False,False,True,7.63284492493,True,False,False,True,0.214762926102,16.6816990376,0.9,0.25,False,False,True,0,False,False,False,0,False,False,False,53,05092019,59.9761199664,PreComm_Task,568,
8,71,51,84,38,r,20,-13,True,False,False,7.64908909798,False,True,False,0,0,0,0,0.23,0,False,False,0,False,False,False,10.7001609802,False,True,False,84,05092019,59.9761199664,PreComm_Task,568,
9,61,73,48,86,l,12,-13,False,True,False,7.68303918839,True,False,False,True,0.225255012512,16.6420731544,0.8,0.23,False,False,True,0,False,False,False,0,False,False,False,86,05092019,59.9761199664,PreComm_Task,568,
10,44,40,41,43,a,4,3,False,False,True,7.63276600838,True,False,False,False,0,0,0.7,0.21,True,False,False,17.5178761482,False,True,False,0,False,False,False,41,05092019,59.9761199664,PreComm_Task,568,
11,65,53,56,62,i,12,9,False,False,True,7.63300299644,False,True,False,0,0,0,0,0.23,0,False,False,0,False,False,False,10.6839618683,False,False,True,0,05092019,59.9761199664,PreComm_Task,568,
12,35,39,48,26,e,4,13,False,False,True,7.64887595177,True,False,False,True,0.215713977814,16.9993569851,1.2,0.23,False,True,False,0,False,False,False,0,False,False,False,48,05092019,59.9761199664,PreComm_Task,568,
13,69,65,72,62,b,4,-3,True,False,False,7.66678404808,False,True,False,0,0,0,0,0.21,0,False,False,0,False,False,False,10.7171781063,True,False,False,62,05092019,59.9761199664,PreComm_Task,568,
14,14,42,27,29,w,28,13,False,True,False,7.6327278614,False,True,False,0,0,0,0,0.21,0,False,False,0,False,False,False,10.6833570004,True,False,False,29,05092019,59.9761199664,PreComm_Task,568,
15,20,48,29,39,u,28,9,False,True,False,7.6325969696,False,True,False,0,0,0,0,0.21,0,False,False,0,False,False,False,10.6834149361,True,False,False,39,05092019,59.9761199664,PreComm_Task,568,
16,43,55,34,64,j,12,-9,False,True,False,7.64994287491,False,True,False,0,0,0,0,0.21,0,False,False,0,False,False,False,10.7006869316,True,False,False,64,05092019,59.9761199664,PreComm_Task,568,
17,58,54,49,63,c,4,9,False,False,True,7.63249397278,False,True,False,0,0,0,0,0.21,0,False,False,0,False,False,False,10.6835079193,False,True,False,49,05092019,59.9761199664,PreComm_Task,568,
18,42,30,39,33,g,12,3,True,False,False,7.6654291153,False,True,False,0,0,0,0,0.21,0,False,False,0,False,False,False,10.7160639763,False,True,False,39,05092019,59.9761199664,PreComm_Task,568,
19,58,78,71,65,q,20,13,False,False,True,7.63308191299,False,True,False,0,0,0,0,0.21,0,False,False,0,False,False,False,10.6840419769,True,False,False,65,05092019,59.9761199664,PreComm_Task,568,
20,35,63,38,60,s,28,3,False,True,False,7.6498041153,False,True,False,0,0,0,0,0.21,0,False,False,0,False,False,False,10.7008590698,True,False,False,60,05092019,59.9761199664,PreComm_Task,568,
21,39,35,52,22,f,4,-13,True,False,False,7.648635149,True,False,False,False,0,0,0.3,0.21,True,False,False,17.1340539455,False,False,True,0,False,False,False,22,05092019,59.9761199664,PreComm_Task,568,
22,49,69,52,66,m,20,3,False,True,False,7.63290500641,False,True,False,0,0,0,0,0.23,0,False,False,0,False,False,False,10.6830129623,True,False,False,66,05092019,59.9761199664,PreComm_Task,568,
23,81,61,90,52,p,20,-9,True,False,False,7.63234901428,True,False,False,True,0.215801000595,16.5825870037,0.8,0.23,False,True,False,0,False,False,False,0,False,False,False,90,05092019,59.9761199664,PreComm_Task,568,
24,35,63,22,76,x,28,-13,False,True,False,7.68226790428,False,True,False,0,0,0,0,0.21,0,False,False,0,False,False,False,10.7333550453,True,False,False,76,05092019,59.9761199664,PreComm_Task,568,
1,59,71,56,74,h,12,-3,False,True,False,7.64686584473,False,True,False,0,0,0,0,0.21,0,False,False,0,False,False,False,10.6981408596,True,False,False,74,05092019,59.9761199664,PreComm_Task,568,
2,73,69,76,66,b,4,-3,True,False,False,7.66598510742,False,True,False,0,0,0,0,0.21,0,False,False,0,False,False,False,10.7170290947,False,True,False,76,05092019,59.9761199664,PreComm_Task,568,
3,56,60,43,73,f,4,-13,False,True,False,7.69882202148,True,False,False,False,0,0,1.2,0.21,True,False,False,18.0838179588,False,False,True,0,False,False,False,73,05092019,59.9761199664,PreComm_Task,568,
4,30,34,39,25,c,4,9,False,False,True,7.63129711151,True,False,False,False,0,0,0.7,0.23,True,False,False,17.5334010124,False,False,True,0,False,False,False,25,05092019,59.9761199664,PreComm_Task,568,
5,50,38,63,25,l,12,-13,True,False,False,7.71664309502,True,False,False,True,0.223796129227,16.674654007,0.8,0.25,False,True,False,0,False,False,False,0,False,False,False,63,05092019,59.9761199664,PreComm_Task,568,
6,56,44,65,35,j,12,-9,True,False,False,7.68298506737,False,True,False,0,0,0,0,0.23,0,False,False,0,False,False,False,10.7337310314,False,True,False,65,05092019,59.9761199664,PreComm_Task,568,
7,45,73,58,60,w,28,13,False,True,False,7.63277220726,False,True,False,0,0,0,0,0.23,0,False,False,0,False,False,False,10.6841051579,True,False,False,60,05092019,59.9761199664,PreComm_Task,568,
8,50,70,59,61,o,20,9,False,True,False,7.63169813156,False,True,False,0,0,0,0,0.23,0,False,False,0,False,False,False,10.6825640202,True,False,False,61,05092019,59.9761199664,PreComm_Task,568,
9,23,35,26,32,g,12,3,False,True,False,7.64847588539,False,True,False,0,0,0,0,0.23,0,False,False,0,False,False,False,10.6997418404,False,False,True,0,05092019,59.9761199664,PreComm_Task,568,
10,57,37,44,50,q,20,13,False,False,True,7.64864182472,False,True,False,0,0,0,0,0.23,0,False,False,0,False,False,False,10.7000567913,False,True,False,44,05092019,59.9761199664,PreComm_Task,568,
11,16,44,25,35,u,28,9,False,True,False,7.63189601898,False,True,False,0,0,0,0,0.23,0,False,False,0,False,False,False,10.6832029819,True,False,False,35,05092019,59.9761199664,PreComm_Task,568,
12,53,49,62,40,d,4,-9,True,False,False,7.6818010807,False,True,False,0,0,0,0,0.23,0,False,False,0,False,False,False,10.732763052,False,True,False,62,05092019,59.9761199664,PreComm_Task,568,
