TrialNumber,OptionA,OptionB,EndA,EndB,letter,difference,change,A_alwaysBest,B_alwaysBest,Best_changes,Choice_RT,Choice_Wait,Choice_Commit,Choice_Miss,Press_hit,Play_RT,RT_trialClock_play,ITI_play,Square_timing,Press_miss,Play_win_A,Play_win_B,Late_RT,Play_lost,Play_lost_chosenA,Play_lost_chosenB,Precomm_RT,Precomm_B,Precomm_A,Precomm_miss,Earnings,date,frameRate,expName,participant,
1,31,27,22,36,c,4,9,False,False,True,7.67019891739,True,False,False,True,0.23544216156,16.539659977,0.7,0.25,False,False,True,0,False,False,False,0,False,False,False,36,22082019,59.9279602109,PreComm_Task,690,
2,60,40,69,31,p,20,-9,True,False,False,7.68228602409,False,True,False,0,0,0,0,0.23,0,False,False,0,False,False,False,10.7322189808,False,True,False,69,22082019,59.9279602109,PreComm_Task,690,
3,75,63,72,66,g,12,3,True,False,False,7.64954280853,False,True,False,0,0,0,0,0.23,0,False,False,0,False,False,False,10.7000529766,False,True,False,72,22082019,59.9279602109,PreComm_Task,690,
4,22,50,19,53,t,28,-3,False,True,False,7.64893317223,True,False,False,True,0.215720891953,16.2984440327,0.5,0.23,False,False,True,0,False,False,False,0,False,False,False,53,22082019,59.9279602109,PreComm_Task,690,
5,41,21,32,30,o,20,9,True,False,False,7.63285183907,True,False,False,False,0,0,0.9,0.21,True,False,False,17.7181229591,False,True,False,0,False,False,False,32,22082019,59.9279602109,PreComm_Task,690,
6,42,46,33,55,d,4,-9,False,True,False,7.63253593445,False,True,False,0,0,0,0,0.23,0,False,False,0,False,False,False,10.6830599308,True,False,False,55,22082019,59.9279602109,PreComm_Task,690,
7,40,36,37,39,a,4,3,False,False,True,7.63303089142,True,False,False,False,0,0,0.4,0.23,True,False,False,17.2342069149,False,False,True,0,False,False,False,39,22082019,59.9279602109,PreComm_Task,690,
8,86,58,83,61,s,28,3,True,False,False,7.63213014603,False,True,False,0,0,0,0,0.25,0,False,False,0,False,False,False,10.6827149391,False,True,False,83,22082019,59.9279602109,PreComm_Task,690,
9,47,19,60,6,x,28,-13,True,False,False,7.64911913872,True,False,False,True,0.215637922287,16.5990121365,0.8,0.25,False,True,False,0,False,False,False,0,False,False,False,60,22082019,59.9279602109,PreComm_Task,690,
10,62,58,65,55,b,4,-3,True,False,False,7.61626696587,False,True,False,0,0,0,0,0.23,0,False,False,0,False,False,False,10.6671528816,False,True,False,65,22082019,59.9279602109,PreComm_Task,690,
