TrialNumber,OptionA,OptionB,EndA,EndB,letter,difference,change,A_alwaysBest,B_alwaysBest,Best_changes,Choice_RT,Choice_Wait,Choice_Commit,Choice_Miss,Press_hit,Play_RT,RT_trialClock_play,ITI_play,Square_timing,Press_miss,Play_win_A,Play_win_B,Late_RT,Play_lost,Play_lost_chosenA,Play_lost_chosenB,Precomm_RT,Precomm_B,Precomm_A,Precomm_miss,Earnings,date,frameRate,expName,participant,
1,59,71,72,58,k,12,13,False,False,True,7.63026213646,True,False,False,True,0.233045101166,16.9978680611,1.2,0.25,False,True,False,0,False,False,False,0,False,False,False,72,30072019,60.0329484576,PreComm_Task,678,
2,54,74,67,61,q,20,13,False,False,True,7.64950895309,False,True,False,0,0,0,0,0.23,0,False,False,0,False,False,False,10.7002019882,True,False,False,61,30072019,60.0329484576,PreComm_Task,678,
3,32,52,29,55,n,20,-3,False,True,False,7.63251805305,False,True,False,0,0,0,0,0.23,0,False,False,0,False,False,False,10.6841042042,True,False,False,55,30072019,60.0329484576,PreComm_Task,678,
4,66,78,57,87,j,12,-9,False,True,False,7.64899396896,True,False,False,False,0,0,0.9,0.23,True,False,False,17.7514510155,False,False,True,0,False,False,False,87,30072019,60.0329484576,PreComm_Task,678,
5,18,46,27,37,u,28,9,False,True,False,7.66552591324,False,True,False,0,0,0,0,0.25,0,False,False,0,False,False,False,10.7170810699,True,False,False,37,30072019,60.0329484576,PreComm_Task,678,
6,30,50,21,59,p,20,-9,False,True,False,7.63234996796,False,True,False,0,0,0,0,0.25,0,False,False,0,False,False,False,10.6838448048,True,False,False,59,30072019,60.0329484576,PreComm_Task,678,
7,79,51,66,64,w,28,13,True,False,False,7.63228917122,False,True,False,0,0,0,0,0.25,0,False,False,0,False,False,False,10.6838901043,False,True,False,66,30072019,60.0329484576,PreComm_Task,678,
8,43,47,46,44,a,4,3,False,False,True,7.64877200127,True,False,False,True,0.244115829468,16.6272442341,0.8,0.25,False,True,False,0,False,False,False,0,False,False,False,46,30072019,60.0329484576,PreComm_Task,678,
9,59,39,72,26,r,20,-13,True,False,False,7.61591911316,False,True,False,0,0,0,0,0.23,0,False,False,0,False,False,False,10.6664941311,False,True,False,72,30072019,60.0329484576,PreComm_Task,678,
10,43,23,40,26,m,20,3,True,False,False,7.61527705193,False,True,False,0,0,0,0,0.23,0,False,False,0,False,False,False,10.6671860218,False,True,False,40,30072019,60.0329484576,PreComm_Task,678,
