TrialNumber,OptionA,OptionB,EndA,EndB,letter,difference,change,A_alwaysBest,B_alwaysBest,Best_changes,Choice_RT,Choice_Wait,Choice_Commit,Choice_Miss,Press_hit,Play_RT,RT_trialClock_play,ITI_play,Square_timing,Press_miss,Play_win_A,Play_win_B,Late_RT,Play_lost,Play_lost_chosenA,Play_lost_chosenB,Precomm_RT,Precomm_B,Precomm_A,Precomm_miss,Earnings,date,frameRate,expName,participant,
1,52,40,61,31,j,12,-9,True,False,False,7.66414403915,True,False,False,True,0.215142011642,16.9140560627,1.1,0.25,False,True,False,0,False,False,False,0,False,False,False,61,12092019,60.0762859103,PreComm_Task,695,
2,26,30,23,33,b,4,-3,False,True,False,7.68331813812,False,True,False,0,0,0,0,0.23,0,False,False,0,False,False,False,10.7341041565,True,False,False,33,12092019,60.0762859103,PreComm_Task,695,
3,73,53,70,56,m,20,3,True,False,False,7.63188791275,False,True,False,0,0,0,0,0.23,0,False,False,0,False,False,False,10.683027029,True,False,False,56,12092019,60.0762859103,PreComm_Task,695,
4,54,42,67,29,l,12,-13,True,False,False,7.64845108986,False,True,False,0,0,0,0,0.23,0,False,False,0,False,False,False,10.6996619701,False,True,False,67,12092019,60.0762859103,PreComm_Task,695,
5,43,71,30,84,x,28,-13,False,True,False,7.63363385201,False,True,False,0,0,0,0,0.23,0,False,False,0,False,False,False,10.6841578484,True,False,False,84,12092019,60.0762859103,PreComm_Task,695,
6,45,25,48,22,n,20,-3,True,False,False,7.68192601204,False,True,False,0,0,0,0,0.23,0,False,False,0,False,False,False,10.7332210541,False,True,False,48,12092019,60.0762859103,PreComm_Task,695,
7,70,42,67,45,s,28,3,True,False,False,7.6648478508,True,False,False,False,0,0,0.3,0.23,True,False,False,17.1668300629,False,False,True,0,False,False,False,45,12092019,60.0762859103,PreComm_Task,695,
8,43,31,40,34,g,12,3,True,False,False,7.64903116226,False,True,False,0,0,0,0,0.25,0,False,False,0,False,False,False,10.6998460293,False,True,False,40,12092019,60.0762859103,PreComm_Task,695,
9,26,30,13,43,f,4,-13,False,True,False,7.64935302734,True,False,False,True,0.215406894684,16.7997980118,1.0,0.25,False,False,True,0,False,False,False,0,False,False,False,43,12092019,60.0762859103,PreComm_Task,695,
10,52,48,61,39,d,4,-9,True,False,False,7.64862084389,True,False,False,False,0,0,0.3,0.23,True,False,False,17.1505348682,False,False,True,0,False,False,False,39,12092019,60.0762859103,PreComm_Task,695,
11,77,57,90,44,r,20,-13,True,False,False,7.649985075,False,True,False,0,0,0,0,0.25,0,False,False,0,False,False,False,10.70074296,False,True,False,90,12092019,60.0762859103,PreComm_Task,695,
12,45,57,42,60,h,12,-3,False,True,False,7.66593408585,False,True,False,0,0,0,0,0.25,0,False,False,0,False,False,False,10.7168450356,True,False,False,60,12092019,60.0762859103,PreComm_Task,695,
13,57,53,44,66,e,4,13,False,False,True,7.64997196198,True,False,False,True,0.215137958527,16.7990260124,1.0,0.25,False,False,True,0,False,False,False,0,False,False,False,66,12092019,60.0762859103,PreComm_Task,695,
14,45,41,36,50,c,4,9,False,False,True,7.66529512405,True,False,False,True,0.215023040771,16.1152539253,0.3,0.23,False,False,True,0,False,False,False,0,False,False,False,50,12092019,60.0762859103,PreComm_Task,695,
15,51,23,38,36,w,28,13,True,False,False,7.64938592911,False,True,False,0,0,0,0,0.21,0,False,False,0,False,False,False,10.700494051,False,True,False,38,12092019,60.0762859103,PreComm_Task,695,
16,35,47,44,38,i,12,9,False,False,True,7.63255786896,False,True,False,0,0,0,0,0.21,0,False,False,0,False,False,False,10.6840238571,True,False,False,38,12092019,60.0762859103,PreComm_Task,695,
17,60,48,47,61,k,12,13,False,False,True,7.66572117805,False,True,False,0,0,0,0,0.21,0,False,False,0,False,False,False,10.7173111439,False,True,False,47,12092019,60.0762859103,PreComm_Task,695,
18,63,35,66,32,t,28,-3,True,False,False,7.66534781456,False,True,False,0,0,0,0,0.21,0,False,False,0,False,False,False,10.7168338299,False,True,False,66,12092019,60.0762859103,PreComm_Task,695,
19,50,70,41,79,p,20,-9,False,True,False,7.63213992119,False,True,False,0,0,0,0,0.21,0,False,False,0,False,False,False,10.6829600334,True,False,False,79,12092019,60.0762859103,PreComm_Task,695,
20,55,83,64,74,u,28,9,False,True,False,7.68206214905,False,True,False,0,0,0,0,0.21,0,False,False,0,False,False,False,10.7337720394,True,False,False,74,12092019,60.0762859103,PreComm_Task,695,
21,33,37,36,34,a,4,3,False,False,True,7.64905190468,True,False,False,False,0,0,1.1,0.21,True,False,False,17.934374094,False,False,True,0,False,False,False,34,12092019,60.0762859103,PreComm_Task,695,
22,54,34,45,43,o,20,9,True,False,False,7.63173294067,False,True,False,0,0,0,0,0.23,0,False,False,0,False,False,False,10.6833899021,False,True,False,45,12092019,60.0762859103,PreComm_Task,695,
23,74,54,61,67,q,20,13,False,False,True,7.63189291954,False,True,False,0,0,0,0,0.23,0,False,False,0,False,False,False,10.6835298538,False,True,False,61,12092019,60.0762859103,PreComm_Task,695,
24,16,44,7,53,v,28,-9,False,True,False,7.66480994225,False,True,False,0,0,0,0,0.23,0,False,False,0,False,False,False,10.7164769173,True,False,False,53,12092019,60.0762859103,PreComm_Task,695,
1,50,38,59,29,j,12,-9,True,False,False,7.63239812851,False,True,False,0,0,0,0,0.23,0,False,False,0,False,False,False,10.6839210987,False,True,False,59,12092019,60.0762859103,PreComm_Task,695,
2,47,19,44,22,s,28,3,True,False,False,7.63150906563,False,True,False,0,0,0,0,0.23,0,False,False,0,False,False,False,10.6828391552,False,True,False,44,12092019,60.0762859103,PreComm_Task,695,
3,42,38,45,35,b,4,-3,True,False,False,7.63248300552,True,False,False,True,0.216180086136,16.3829269409,0.6,0.23,False,True,False,0,False,False,False,0,False,False,False,45,12092019,60.0762859103,PreComm_Task,695,
4,63,75,50,88,l,12,-13,False,True,False,7.61579203606,True,False,False,False,0,0,0.8,0.21,True,False,False,17.6000540257,False,False,True,0,False,False,False,88,12092019,60.0762859103,PreComm_Task,695,
5,44,64,41,67,n,20,-3,False,True,False,7.64899516106,False,True,False,0,0,0,0,0.23,0,False,False,0,False,False,False,10.6999812126,True,False,False,67,12092019,60.0762859103,PreComm_Task,695,
6,36,56,49,43,q,20,13,False,False,True,7.64929890633,False,True,False,0,0,0,0,0.23,0,False,False,0,False,False,False,10.7004950047,True,False,False,43,12092019,60.0762859103,PreComm_Task,695,
7,70,66,67,69,a,4,3,False,False,True,7.65041518211,True,False,False,True,0.225615978241,16.209125042,0.4,0.23,False,False,True,0,False,False,False,0,False,False,False,69,12092019,60.0762859103,PreComm_Task,695,
8,34,54,21,67,r,20,-13,False,True,False,7.6328060627,False,True,False,0,0,0,0,0.21,0,False,False,0,False,False,False,10.6834750175,True,False,False,67,12092019,60.0762859103,PreComm_Task,695,
9,45,65,36,74,p,20,-9,False,True,False,7.6485350132,False,True,False,0,0,0,0,0.21,0,False,False,0,False,False,False,10.6995220184,True,False,False,74,12092019,60.0762859103,PreComm_Task,695,
10,65,53,56,62,i,12,9,False,False,True,7.68224096298,False,True,False,0,0,0,0,0.21,0,False,False,0,False,False,False,10.7334709167,False,True,False,56,12092019,60.0762859103,PreComm_Task,695,
11,64,60,77,47,f,4,-13,True,False,False,7.68273210526,True,False,False,False,0,0,0.6,0.21,True,False,False,17.4674031734,False,False,True,0,False,False,False,47,12092019,60.0762859103,PreComm_Task,695,
12,63,67,72,58,c,4,9,False,False,True,7.6658270359,True,False,False,True,0.215091943741,16.9155929089,1.1,0.23,False,True,False,0,False,False,False,0,False,False,False,72,12092019,60.0762859103,PreComm_Task,695,
13,56,68,53,71,h,12,-3,False,True,False,7.66626501083,False,True,False,0,0,0,0,0.21,0,False,False,0,False,False,False,10.7168459892,True,False,False,71,12092019,60.0762859103,PreComm_Task,695,
14,68,40,55,53,w,28,13,True,False,False,7.64951205254,False,True,False,0,0,0,0,0.21,0,False,False,0,False,False,False,10.7003819942,False,True,False,55,12092019,60.0762859103,PreComm_Task,695,
15,36,48,39,45,g,12,3,False,True,False,7.6653239727,False,True,False,0,0,0,0,0.21,0,False,False,0,False,False,False,10.7171940804,False,False,True,0,12092019,60.0762859103,PreComm_Task,695,
16,47,19,50,16,t,28,-3,True,False,False,7.63285493851,False,True,False,0,0,0,0,0.21,0,False,False,0,False,False,False,10.6832149029,False,True,False,50,12092019,60.0762859103,PreComm_Task,695,
17,38,50,51,37,k,12,13,False,False,True,7.6322748661,False,True,False,0,0,0,0,0.21,0,False,False,0,False,False,False,10.6840260029,True,False,False,37,12092019,60.0762859103,PreComm_Task,695,
18,68,64,77,55,d,4,-9,True,False,False,7.63165593147,False,True,False,0,0,0,0,0.21,0,False,False,0,False,False,False,10.6832728386,False,True,False,77,12092019,60.0762859103,PreComm_Task,695,
19,71,67,58,80,e,4,13,False,False,True,7.63176894188,True,False,False,False,0,0,1.2,0.21,True,False,False,18.0164010525,False,False,True,0,False,False,False,80,12092019,60.0762859103,PreComm_Task,695,
20,67,39,76,30,v,28,-9,True,False,False,7.64890289307,False,True,False,0,0,0,0,0.23,0,False,False,0,False,False,False,10.6991839409,False,True,False,76,12092019,60.0762859103,PreComm_Task,695,
21,26,54,13,67,x,28,-13,False,True,False,7.68239688873,False,True,False,0,0,0,0,0.23,0,False,False,0,False,False,False,10.733923912,True,False,False,67,12092019,60.0762859103,PreComm_Task,695,
22,56,28,47,37,u,28,9,True,False,False,7.64891910553,False,True,False,0,0,0,0,0.23,0,False,False,0,False,False,False,10.7008430958,False,True,False,47,12092019,60.0762859103,PreComm_Task,695,
23,54,74,57,71,m,20,3,False,True,False,7.66577005386,False,True,False,0,0,0,0,0.23,0,False,False,0,False,False,False,10.7171969414,True,False,False,71,12092019,60.0762859103,PreComm_Task,695,
24,40,60,49,51,o,20,9,False,True,False,7.64769887924,False,True,False,0,0,0,0,0.23,0,False,False,0,False,False,False,10.7000589371,True,False,False,51,12092019,60.0762859103,PreComm_Task,695,
1,41,29,44,26,h,12,-3,True,False,False,7.62626600266,False,True,False,0,0,0,0,0.23,0,False,False,0,False,False,False,10.6780700684,False,True,False,44,12092019,60.0762859103,PreComm_Task,695,
2,53,65,66,52,k,12,13,False,False,True,7.64944601059,True,False,False,True,0.215343952179,16.0990130901,0.3,0.23,False,True,False,0,False,False,False,0,False,False,False,66,12092019,60.0762859103,PreComm_Task,695,
3,52,56,39,69,f,4,-13,False,True,False,7.66566300392,True,False,False,False,0,0,1.2,0.21,True,False,False,18.050577879,False,True,False,0,False,False,False,39,12092019,60.0762859103,PreComm_Task,695,
4,24,44,27,41,m,20,3,False,True,False,7.64908409119,False,True,False,0,0,0,0,0.23,0,False,False,0,False,False,False,10.7001421452,True,False,False,41,12092019,60.0762859103,PreComm_Task,695,
5,62,74,53,83,j,12,-9,False,True,False,7.66601800919,False,True,False,0,0,0,0,0.23,0,False,False,0,False,False,False,10.7170679569,False,True,False,53,12092019,60.0762859103,PreComm_Task,695,
6,63,67,72,58,c,4,9,False,False,True,7.63250184059,True,False,False,True,0.216236114502,16.9827649593,1.2,0.23,False,True,False,0,False,False,False,0,False,False,False,72,12092019,60.0762859103,PreComm_Task,695,
7,35,31,44,22,d,4,-9,True,False,False,7.71553897858,True,False,False,False,0,0,0.8,0.21,True,False,False,17.700551033,False,False,True,0,False,False,False,22,12092019,60.0762859103,PreComm_Task,695,
8,40,60,31,69,p,20,-9,False,True,False,7.63216090202,False,True,False,0,0,0,0,0.23,0,False,False,0,False,False,False,10.6830098629,True,False,False,69,12092019,60.0762859103,PreComm_Task,695,
9,34,22,25,31,i,12,9,False,False,True,7.66611409187,False,True,False,0,0,0,0,0.23,0,False,False,0,False,False,False,10.7172322273,False,True,False,25,12092019,60.0762859103,PreComm_Task,695,
10,69,41,66,44,s,28,3,True,False,False,7.66442203522,False,True,False,0,0,0,0,0.23,0,False,False,0,False,False,False,10.7162411213,False,True,False,66,12092019,60.0762859103,PreComm_Task,695,
11,69,49,56,62,q,20,13,False,False,True,7.68211102486,False,True,False,0,0,0,0,0.23,0,False,False,0,False,False,False,10.732656002,False,True,False,56,12092019,60.0762859103,PreComm_Task,695,
12,60,40,63,37,n,20,-3,True,False,False,7.64939379692,False,True,False,0,0,0,0,0.23,0,False,False,0,False,False,False,10.7000248432,False,True,False,63,12092019,60.0762859103,PreComm_Task,695,
13,47,43,34,56,e,4,13,False,False,True,7.63281702995,True,False,False,False,0,0,0.3,0.23,True,False,False,17.1337730885,False,True,False,0,False,False,False,34,12092019,60.0762859103,PreComm_Task,695,
14,43,71,52,62,u,28,9,False,True,False,7.66540408134,False,True,False,0,0,0,0,0.25,0,False,False,0,False,False,False,10.7167379856,True,False,False,62,12092019,60.0762859103,PreComm_Task,695,
15,38,26,51,13,l,12,-13,True,False,False,7.64925694466,False,True,False,0,0,0,0,0.25,0,False,False,0,False,False,False,10.7001559734,False,True,False,51,12092019,60.0762859103,PreComm_Task,695,
16,57,77,44,90,r,20,-13,False,True,False,7.64837598801,False,True,False,0,0,0,0,0.25,0,False,False,0,False,False,False,10.6997640133,True,False,False,90,12092019,60.0762859103,PreComm_Task,695,
17,81,53,94,40,x,28,-13,True,False,False,7.64851689339,False,True,False,0,0,0,0,0.25,0,False,False,0,False,False,False,10.6996798515,False,True,False,94,12092019,60.0762859103,PreComm_Task,695,
18,71,43,80,34,v,28,-9,True,False,False,7.64895009995,False,True,False,0,0,0,0,0.25,0,False,False,0,False,False,False,10.7003788948,False,True,False,80,12092019,60.0762859103,PreComm_Task,695,
19,15,43,28,30,w,28,13,False,True,False,7.63229799271,False,True,False,0,0,0,0,0.25,0,False,False,0,False,False,False,10.6837551594,True,False,False,30,12092019,60.0762859103,PreComm_Task,695,
20,44,32,41,35,g,12,3,True,False,False,7.6658539772,False,True,False,0,0,0,0,0.25,0,False,False,0,False,False,False,10.7172391415,False,True,False,41,12092019,60.0762859103,PreComm_Task,695,
21,54,58,51,61,b,4,-3,False,True,False,7.63291192055,True,False,False,True,0.215048074722,16.2822329998,0.5,0.25,False,False,True,0,False,False,False,0,False,False,False,61,12092019,60.0762859103,PreComm_Task,695,
22,67,63,64,66,a,4,3,False,False,True,7.63205909729,True,False,False,False,0,0,0.3,0.23,True,False,False,17.1336460114,False,True,False,0,False,False,False,64,12092019,60.0762859103,PreComm_Task,695,
23,33,61,30,64,t,28,-3,False,True,False,7.65042901039,False,True,False,0,0,0,0,0.25,0,False,False,0,False,False,False,10.7012078762,True,False,False,64,12092019,60.0762859103,PreComm_Task,695,
24,59,39,50,48,o,20,9,True,False,False,7.63173103333,False,True,False,0,0,0,0,0.25,0,False,False,0,False,False,False,10.68354702,False,True,False,50,12092019,60.0762859103,PreComm_Task,695,
1,51,31,64,18,r,20,-13,True,False,False,7.66593003273,False,True,False,0,0,0,0,0.25,0,False,False,0,False,False,False,10.7163820267,False,True,False,64,12092019,60.0762859103,PreComm_Task,695,
2,42,70,55,57,w,28,13,False,True,False,7.68234586716,False,True,False,0,0,0,0,0.25,0,False,False,0,False,False,False,10.7335348129,True,False,False,57,12092019,60.0762859103,PreComm_Task,695,
3,65,69,62,72,b,4,-3,False,True,False,7.64981508255,True,False,False,True,0.215097904205,16.5994961262,0.8,0.25,False,False,True,0,False,False,False,0,False,False,False,72,12092019,60.0762859103,PreComm_Task,695,
4,42,46,55,33,e,4,13,False,False,True,7.63256597519,True,False,False,True,0.215167999268,16.4820218086,0.7,0.23,False,True,False,0,False,False,False,0,False,False,False,55,12092019,60.0762859103,PreComm_Task,695,
5,77,49,80,46,t,28,-3,True,False,False,7.68172097206,False,True,False,0,0,0,0,0.21,0,False,False,0,False,False,False,10.7333829403,False,True,False,80,12092019,60.0762859103,PreComm_Task,695,
6,34,54,47,41,q,20,13,False,False,True,7.665361166,False,True,False,0,0,0,0,0.21,0,False,False,0,False,False,False,10.7169730663,True,False,False,41,12092019,60.0762859103,PreComm_Task,695,
7,37,33,34,36,a,4,3,False,False,True,7.63239502907,True,False,False,False,0,0,0.5,0.21,True,False,False,17.3178691864,False,True,False,0,False,False,False,34,12092019,60.0762859103,PreComm_Task,695,
