TrialNumber,OptionA,OptionB,EndA,EndB,letter,difference,change,A_alwaysBest,B_alwaysBest,Best_changes,Choice_RT,Choice_Wait,Choice_Commit,Choice_Miss,Press_hit,Play_RT,RT_trialClock_play,ITI_play,Square_timing,Press_miss,Play_win_A,Play_win_B,Late_RT,Play_lost,Play_lost_chosenA,Play_lost_chosenB,Precomm_RT,Precomm_B,Precomm_A,Precomm_miss,Earnings,date,frameRate,expName,participant,
1,62,66,75,53,e,4,13,False,False,True,7.64349317551,False,True,False,0,0,0,0,0.25,0,False,False,0,False,False,False,10.69480896,True,False,False,53,12092019,60.0095859581,PreComm_Task,277,
2,55,75,58,72,m,20,3,False,True,False,7.68131804466,False,True,False,0,0,0,0,0.25,0,False,False,0,False,False,False,10.7326090336,False,False,True,0,12092019,60.0095859581,PreComm_Task,277,
3,61,81,74,68,q,20,13,False,False,True,7.66595292091,False,True,False,0,0,0,0,0.25,0,False,False,0,False,False,False,10.7164978981,True,False,False,68,12092019,60.0095859581,PreComm_Task,277,
4,21,49,34,36,w,28,13,False,True,False,7.66650009155,True,False,False,True,0.215756893158,16.4162361622,0.6,0.25,False,False,True,0,False,False,False,0,False,False,False,36,12092019,60.0095859581,PreComm_Task,277,
5,55,67,46,76,j,12,-9,False,True,False,7.6822810173,True,False,False,True,0.21896982193,16.3358118534,0.5,0.23,False,False,True,0,False,False,False,0,False,False,False,76,12092019,60.0095859581,PreComm_Task,277,
6,46,34,33,47,k,12,13,False,False,True,7.64940595627,True,False,False,False,0,0,1.2,0.21,True,False,False,18.0344061852,False,False,True,0,False,False,False,47,12092019,60.0095859581,PreComm_Task,277,
7,43,23,46,20,n,20,-3,True,False,False,7.64927506447,True,False,False,True,0.214859962463,16.7988369465,1.0,0.23,False,True,False,0,False,False,False,0,False,False,False,46,12092019,60.0095859581,PreComm_Task,277,
8,44,24,35,33,o,20,9,True,False,False,7.64951705933,True,False,False,False,0,0,0.7,0.21,True,False,False,17.5343980789,False,False,True,0,False,False,False,33,12092019,60.0095859581,PreComm_Task,277,
9,67,39,64,42,s,28,3,True,False,False,7.64935708046,True,False,False,True,0.21583199501,16.3998129368,0.6,0.23,False,True,False,0,False,False,False,0,False,False,False,64,12092019,60.0095859581,PreComm_Task,277,
10,63,51,66,48,h,12,-3,True,False,False,7.63282489777,True,False,False,False,0,0,0.4,0.21,True,False,False,17.2178471088,False,False,True,0,False,False,False,48,12092019,60.0095859581,PreComm_Task,277,
11,27,31,30,28,a,4,3,False,False,True,7.63293504715,False,True,False,0,0,0,0,0.23,0,False,False,0,False,False,False,10.682477951,True,False,False,28,12092019,60.0095859581,PreComm_Task,277,
12,44,40,53,31,d,4,-9,True,False,False,7.63268899918,False,True,False,0,0,0,0,0.23,0,False,False,0,False,False,False,10.6831710339,False,True,False,53,12092019,60.0095859581,PreComm_Task,277,
13,33,45,42,36,i,12,9,False,False,True,7.64941978455,True,False,False,True,0.216910123825,15.9990799427,0.2,0.23,False,True,False,0,False,False,False,0,False,False,False,42,12092019,60.0095859581,PreComm_Task,277,
14,34,54,25,63,p,20,-9,False,True,False,7.64919614792,True,False,False,False,0,0,1.1,0.21,True,False,False,17.9345180988,False,True,False,0,False,False,False,25,12092019,60.0095859581,PreComm_Task,277,
15,39,43,48,34,c,4,9,False,False,True,7.66560006142,False,True,False,0,0,0,0,0.23,0,False,False,0,False,False,False,10.7163670063,False,False,True,0,12092019,60.0095859581,PreComm_Task,277,
16,63,51,60,54,g,12,3,True,False,False,7.6826300621,True,False,False,True,0.214881181717,16.4317619801,0.6,0.23,False,True,False,0,False,False,False,0,False,False,False,60,12092019,60.0095859581,PreComm_Task,277,
17,55,51,58,48,b,4,-3,True,False,False,7.68263483047,True,False,False,False,0,0,0.5,0.21,True,False,False,17.3678069115,False,True,False,0,False,False,False,58,12092019,60.0095859581,PreComm_Task,277,
18,42,46,29,59,f,4,-13,False,True,False,7.64738702774,True,False,False,True,0.215672969818,16.5981199741,0.8,0.23,False,False,True,0,False,False,False,0,False,False,False,59,12092019,60.0095859581,PreComm_Task,277,
19,21,49,12,58,v,28,-9,False,True,False,7.64959692955,True,False,False,False,0,0,0.9,0.21,True,False,False,17.7343101501,False,False,True,0,False,False,False,58,12092019,60.0095859581,PreComm_Task,277,
20,51,63,38,76,l,12,-13,False,True,False,7.68298602104,False,True,False,0,0,0,0,0.23,0,False,False,0,False,False,False,10.7336061001,True,False,False,76,12092019,60.0095859581,PreComm_Task,277,
21,77,57,90,44,r,20,-13,True,False,False,7.64782691002,False,True,False,0,0,0,0,0.23,0,False,False,0,False,False,False,10.6998949051,False,True,False,90,12092019,60.0095859581,PreComm_Task,277,
22,15,43,2,56,x,28,-13,False,True,False,7.65002703667,True,False,False,True,0.215657949448,16.6994040012,0.9,0.23,False,False,True,0,False,False,False,0,False,False,False,56,12092019,60.0095859581,PreComm_Task,277,
23,80,52,71,61,u,28,9,True,False,False,7.63288497925,True,False,False,False,0,0,0.7,0.21,True,False,False,17.5174510479,False,False,True,0,False,False,False,61,12092019,60.0095859581,PreComm_Task,277,
24,49,21,52,18,t,28,-3,True,False,False,7.64890098572,False,True,False,0,0,0,0,0.23,0,False,False,0,False,False,False,10.7000210285,False,True,False,52,12092019,60.0095859581,PreComm_Task,277,
1,28,40,41,27,k,12,13,False,False,True,7.68169903755,True,False,False,True,0.215713977814,16.4323420525,0.6,0.23,False,True,False,0,False,False,False,0,False,False,False,41,12092019,60.0095859581,PreComm_Task,277,
2,70,42,79,33,v,28,-9,True,False,False,7.64927196503,False,True,False,0,0,0,0,0.21,0,False,False,0,False,False,False,10.7001888752,False,True,False,79,12092019,60.0095859581,PreComm_Task,277,
3,50,46,59,37,d,4,-9,True,False,False,7.64933896065,False,True,False,0,0,0,0,0.21,0,False,False,0,False,False,False,10.7006859779,False,True,False,59,12092019,60.0095859581,PreComm_Task,277,
4,54,66,41,79,l,12,-13,False,True,False,7.66494297981,False,True,False,0,0,0,0,0.21,0,False,False,0,False,False,False,10.7163960934,True,False,False,79,12092019,60.0095859581,PreComm_Task,277,
5,29,57,38,48,u,28,9,False,True,False,7.63216495514,True,False,False,False,0,0,0.9,0.21,True,False,False,17.7172238827,False,False,True,0,False,False,False,48,12092019,60.0095859581,PreComm_Task,277,
6,71,67,58,80,e,4,13,False,False,True,7.64874005318,False,True,False,0,0,0,0,0.23,0,False,False,0,False,False,False,10.6992759705,False,True,False,58,12092019,60.0095859581,PreComm_Task,277,
7,32,52,19,65,r,20,-13,False,True,False,7.63132095337,False,True,False,0,0,0,0,0.23,0,False,False,0,False,False,False,10.6826169491,True,False,False,65,12092019,60.0095859581,PreComm_Task,277,
8,41,45,50,36,c,4,9,False,False,True,7.66593289375,True,False,False,True,0.215984106064,16.9156520367,1.1,0.23,False,True,False,0,False,False,False,0,False,False,False,50,12092019,60.0095859581,PreComm_Task,277,
9,49,53,46,56,b,4,-3,False,True,False,7.64889597893,True,False,False,False,0,0,1.2,0.21,True,False,False,18.0339000225,False,False,True,0,False,False,False,56,12092019,60.0095859581,PreComm_Task,277,
10,74,54,71,57,m,20,3,True,False,False,7.63210988045,False,True,False,0,0,0,0,0.23,0,False,False,0,False,False,False,10.6835479736,False,True,False,71,12092019,60.0095859581,PreComm_Task,277,
11,74,70,87,57,f,4,-13,True,False,False,7.6485118866,True,False,False,False,0,0,0.4,0.23,True,False,False,17.250264883,False,False,True,0,False,False,False,57,12092019,60.0095859581,PreComm_Task,277,
12,62,50,59,53,g,12,3,True,False,False,7.68278694153,False,True,False,0,0,0,0,0.25,0,False,False,0,False,False,False,10.7336111069,False,True,False,59,12092019,60.0095859581,PreComm_Task,277,
13,38,34,35,37,a,4,3,False,False,True,7.64919900894,True,False,False,True,0.215919017792,16.4990289211,0.7,0.25,False,False,True,0,False,False,False,0,False,False,False,37,12092019,60.0095859581,PreComm_Task,277,
14,46,66,59,53,q,20,13,False,False,True,7.63283014297,True,False,False,True,0.214883089066,16.3822240829,0.6,0.23,False,True,False,0,False,False,False,0,False,False,False,59,12092019,60.0095859581,PreComm_Task,277,
15,54,74,51,77,n,20,-3,False,True,False,7.68316102028,False,True,False,0,0,0,0,0.21,0,False,False,0,False,False,False,10.7333469391,False,False,True,0,12092019,60.0095859581,PreComm_Task,277,
16,45,57,42,60,h,12,-3,False,True,False,7.68253087997,True,False,False,False,0,0,0.5,0.21,True,False,False,17.3669140339,False,True,False,0,False,False,False,42,12092019,60.0095859581,PreComm_Task,277,
17,78,66,69,75,i,12,9,False,False,True,7.64878988266,False,True,False,0,0,0,0,0.23,0,False,False,0,False,False,False,10.7002689838,False,True,False,69,12092019,60.0095859581,PreComm_Task,277,
18,63,75,54,84,j,12,-9,False,True,False,7.68276810646,True,False,False,True,0.215882062912,17.0328440666,1.2,0.23,False,False,True,0,False,False,False,0,False,False,False,84,12092019,60.0095859581,PreComm_Task,277,
19,43,15,46,12,t,28,-3,True,False,False,7.64910387993,False,True,False,0,0,0,0,0.21,0,False,False,0,False,False,False,10.7000889778,False,True,False,46,12092019,60.0095859581,PreComm_Task,277,
20,50,30,59,21,p,20,-9,True,False,False,7.66522192955,False,True,False,0,0,0,0,0.21,0,False,False,0,False,False,False,10.7167289257,False,True,False,59,12092019,60.0095859581,PreComm_Task,277,
21,23,51,26,48,s,28,3,False,True,False,7.64896297455,False,True,False,0,0,0,0,0.21,0,False,False,0,False,False,False,10.7005259991,True,False,False,48,12092019,60.0095859581,PreComm_Task,277,
22,22,42,31,33,o,20,9,False,True,False,7.63163304329,False,True,False,0,0,0,0,0.21,0,False,False,0,False,False,False,10.6829481125,True,False,False,33,12092019,60.0095859581,PreComm_Task,277,
23,46,18,59,5,x,28,-13,True,False,False,7.66551184654,False,True,False,0,0,0,0,0.21,0,False,False,0,False,False,False,10.7162549496,False,True,False,59,12092019,60.0095859581,PreComm_Task,277,
24,79,51,66,64,w,28,13,True,False,False,7.64869499207,False,True,False,0,0,0,0,0.21,0,False,False,0,False,False,False,10.6998589039,False,True,False,66,12092019,60.0095859581,PreComm_Task,277,
1,57,53,60,50,b,4,-3,True,False,False,7.66456103325,False,True,False,0,0,0,0,0.21,0,False,False,0,False,False,False,10.7161488533,False,True,False,60,12092019,60.0095859581,PreComm_Task,277,
2,58,38,71,25,r,20,-13,True,False,False,7.66490888596,False,True,False,0,0,0,0,0.21,0,False,False,0,False,False,False,10.7160990238,False,False,True,0,12092019,60.0095859581,PreComm_Task,277,
3,74,54,77,51,n,20,-3,True,False,False,7.64926314354,False,True,False,0,0,0,0,0.21,0,False,False,0,False,False,False,10.7000582218,False,True,False,77,12092019,60.0095859581,PreComm_Task,277,
4,57,45,60,42,h,12,-3,True,False,False,7.66506314278,True,False,False,False,0,0,1.2,0.21,True,False,False,18.0490219593,False,False,True,0,False,False,False,42,12092019,60.0095859581,PreComm_Task,277,
5,39,51,52,38,k,12,13,False,False,True,7.63265490532,False,True,False,0,0,0,0,0.23,0,False,False,0,False,False,False,10.6836700439,True,False,False,38,12092019,60.0095859581,PreComm_Task,277,
6,74,54,71,57,m,20,3,True,False,False,7.66585302353,False,True,False,0,0,0,0,0.23,0,False,False,0,False,False,False,10.7169849873,False,True,False,71,12092019,60.0095859581,PreComm_Task,277,
7,42,54,29,67,l,12,-13,False,True,False,7.68279099464,True,False,False,True,0.215673923492,17.03241992,1.2,0.23,False,False,True,0,False,False,False,0,False,False,False,67,12092019,60.0095859581,PreComm_Task,277,
8,40,52,43,49,g,12,3,False,True,False,7.64868617058,True,False,False,False,0,0,0.3,0.21,True,False,False,17.1341471672,False,False,True,0,False,False,False,49,12092019,60.0095859581,PreComm_Task,277,
9,61,81,74,68,q,20,13,False,False,True,7.66574907303,False,True,False,0,0,0,0,0.23,0,False,False,0,False,False,False,10.7166640759,True,False,False,68,12092019,60.0095859581,PreComm_Task,277,
10,47,43,60,30,f,4,-13,True,False,False,7.64853906631,True,False,False,True,0.21581196785,16.7985520363,1.0,0.23,False,True,False,0,False,False,False,0,False,False,False,60,12092019,60.0095859581,PreComm_Task,277,
11,59,79,50,88,p,20,-9,False,True,False,7.64944791794,False,True,False,0,0,0,0,0.21,0,False,False,0,False,False,False,10.6998000145,True,False,False,88,12092019,60.0095859581,PreComm_Task,277,
