TrialNumber,OptionA,OptionB,EndA,EndB,letter,difference,change,A_alwaysBest,B_alwaysBest,Best_changes,Choice_RT,Choice_Wait,Choice_Commit,Choice_Miss,Press_hit,Play_RT,RT_trialClock_play,ITI_play,Square_timing,Press_miss,Play_win_A,Play_win_B,Late_RT,Play_lost,Play_lost_chosenA,Play_lost_chosenB,Precomm_RT,Precomm_B,Precomm_A,Precomm_miss,Earnings,date,frameRate,expName,participant,
1,24,44,21,47,n,20,-3,False,True,False,7.70157694817,True,False,False,True,0.215826034546,16.7680258751,0.9,0.25,False,False,True,0,False,False,False,0,False,False,False,47,08102019,59.9768060733,PreComm_Task,722,
2,49,45,46,48,a,4,3,False,False,True,7.63183903694,False,True,False,0,0,0,0,0.23,0,False,False,0,False,False,False,10.6822440624,True,False,False,48,08102019,59.9768060733,PreComm_Task,722,
3,37,41,24,54,f,4,-13,False,True,False,7.64912605286,True,False,False,True,0.21522808075,16.5988650322,0.8,0.23,False,False,True,0,False,False,False,0,False,False,False,54,08102019,59.9768060733,PreComm_Task,722,
4,85,57,76,66,u,28,9,True,False,False,7.64875483513,False,True,False,0,0,0,0,0.21,0,False,False,0,False,False,False,10.7000420094,False,True,False,76,08102019,59.9768060733,PreComm_Task,722,
5,61,65,70,56,c,4,9,False,False,True,7.63285899162,False,True,False,0,0,0,0,0.21,0,False,False,0,False,False,False,10.6830551624,False,False,True,0,08102019,59.9768060733,PreComm_Task,722,
6,23,43,26,40,m,20,3,False,True,False,7.63227415085,True,False,False,False,0,0,0.8,0.21,True,False,False,17.6166169643,False,False,True,0,False,False,False,40,08102019,59.9768060733,PreComm_Task,722,
7,28,56,31,53,s,28,3,False,True,False,7.68209910393,False,True,False,0,0,0,0,0.23,0,False,False,0,False,False,False,10.7330389023,True,False,False,53,08102019,59.9768060733,PreComm_Task,722,
8,67,63,70,60,b,4,-3,True,False,False,7.68209218979,False,True,False,0,0,0,0,0.23,0,False,False,0,False,False,False,10.733754158,True,False,False,60,08102019,59.9768060733,PreComm_Task,722,
9,29,41,38,32,i,12,9,False,False,True,7.68127894402,True,False,False,True,0.215432167053,16.9318540096,1.1,0.23,False,True,False,0,False,False,False,0,False,False,False,38,08102019,59.9768060733,PreComm_Task,722,
10,69,65,78,56,d,4,-9,True,False,False,7.6482129097,False,True,False,0,0,0,0,0.21,0,False,False,0,False,False,False,10.6992199421,False,True,False,78,08102019,59.9768060733,PreComm_Task,722,
11,56,52,43,65,e,4,13,False,False,True,7.64869308472,True,False,False,False,0,0,1.2,0.21,True,False,False,18.0327591896,False,True,False,0,False,False,False,43,08102019,59.9768060733,PreComm_Task,722,
12,47,35,50,32,h,12,-3,True,False,False,7.68241596222,False,True,False,0,0,0,0,0.23,0,False,False,0,False,False,False,10.7335739136,False,True,False,50,08102019,59.9768060733,PreComm_Task,722,
13,67,55,76,46,j,12,-9,True,False,False,7.63271999359,False,True,False,0,0,0,0,0.23,0,False,False,0,False,False,False,10.6833209991,False,True,False,76,08102019,59.9768060733,PreComm_Task,722,
14,75,55,88,42,r,20,-13,True,False,False,7.66593718529,False,True,False,0,0,0,0,0.23,0,False,False,0,False,False,False,10.7168061733,False,True,False,88,08102019,59.9768060733,PreComm_Task,722,
15,31,51,44,38,q,20,13,False,False,True,7.68198895454,True,False,False,False,0,0,0.2,0.23,True,False,False,17.0832891464,False,False,True,0,False,False,False,38,08102019,59.9768060733,PreComm_Task,722,
16,75,47,78,44,t,28,-3,True,False,False,7.63216590881,False,True,False,0,0,0,0,0.25,0,False,False,0,False,False,False,10.6833040714,False,True,False,78,08102019,59.9768060733,PreComm_Task,722,
17,39,67,30,76,v,28,-9,False,True,False,7.63268685341,False,True,False,0,0,0,0,0.25,0,False,False,0,False,False,False,10.6836249828,True,False,False,76,08102019,59.9768060733,PreComm_Task,722,
18,57,77,66,68,o,20,9,False,True,False,7.63289093971,False,True,False,0,0,0,0,0.25,0,False,False,0,False,False,False,10.6840279102,True,False,False,68,08102019,59.9768060733,PreComm_Task,722,
19,37,49,24,62,l,12,-13,False,True,False,7.64815211296,True,False,False,True,0.215213060379,16.9980340004,1.2,0.25,False,False,True,0,False,False,False,0,False,False,False,62,08102019,59.9768060733,PreComm_Task,722,
20,45,65,36,74,p,20,-9,False,True,False,7.66656804085,True,False,False,True,0.226143121719,16.3268990517,0.5,0.23,False,False,True,0,False,False,False,0,False,False,False,74,08102019,59.9768060733,PreComm_Task,722,
