TrialNumber,OptionA,OptionB,EndA,EndB,letter,difference,change,A_alwaysBest,B_alwaysBest,Best_changes,Choice_RT,Choice_Wait,Choice_Commit,Choice_Miss,Press_hit,Play_RT,RT_trialClock_play,ITI_play,Square_timing,Press_miss,Play_win_A,Play_win_B,Late_RT,Play_lost,Play_lost_chosenA,Play_lost_chosenB,Precomm_RT,Precomm_B,Precomm_A,Precomm_miss,Earnings,date,frameRate,expName,participant,
1,77,57,74,60,m,20,3,True,False,False,7.64159011841,False,True,False,0,0,0,0,0.25,0,False,False,0,False,False,False,10.6924231052,False,True,False,74,03102019,60.1742833122,PreComm_Task,707,
2,48,44,51,41,b,4,-3,True,False,False,7.63286805153,True,False,False,True,0.216093063354,16.3819921017,0.6,0.25,False,True,False,0,False,False,False,0,False,False,False,51,03102019,60.1742833122,PreComm_Task,707,
3,77,65,86,56,j,12,-9,True,False,False,7.63235998154,False,True,False,0,0,0,0,0.23,0,False,False,0,False,False,False,10.6833350658,False,True,False,86,03102019,60.1742833122,PreComm_Task,707,
4,54,74,51,77,n,20,-3,False,True,False,7.63228702545,False,True,False,0,0,0,0,0.23,0,False,False,0,False,False,False,10.6832039356,True,False,False,77,03102019,60.1742833122,PreComm_Task,707,
5,52,80,39,93,x,28,-13,False,True,False,7.63288998604,False,True,False,0,0,0,0,0.23,0,False,False,0,False,False,False,10.6840090752,True,False,False,93,03102019,60.1742833122,PreComm_Task,707,
6,40,44,43,41,a,4,3,False,False,True,7.63218307495,True,False,False,True,0.215151071548,16.6812059879,0.9,0.23,False,True,False,0,False,False,False,0,False,False,False,43,03102019,60.1742833122,PreComm_Task,707,
7,45,25,54,16,p,20,-9,True,False,False,7.6333220005,True,False,False,False,0,0,0.6,0.21,True,False,False,17.4176490307,False,False,True,0,False,False,False,16,03102019,60.1742833122,PreComm_Task,707,
8,43,71,52,62,u,28,9,False,True,False,7.6817419529,False,True,False,0,0,0,0,0.23,0,False,False,0,False,False,False,10.7321698666,True,False,False,62,03102019,60.1742833122,PreComm_Task,707,
9,48,52,35,65,f,4,-13,False,True,False,7.68192696571,True,False,False,True,0.215101957321,16.3312978745,0.5,0.23,False,False,True,0,False,False,False,0,False,False,False,65,03102019,60.1742833122,PreComm_Task,707,
10,37,49,34,52,h,12,-3,False,True,False,7.63245987892,True,False,False,False,0,0,0.8,0.21,True,False,False,17.6169228554,False,True,False,0,False,False,False,34,03102019,60.1742833122,PreComm_Task,707,
11,62,50,75,37,l,12,-13,True,False,False,7.64901804924,False,True,False,0,0,0,0,0.23,0,False,False,0,False,False,False,10.7003929615,False,True,False,75,03102019,60.1742833122,PreComm_Task,707,
12,59,39,46,52,q,20,13,False,False,True,7.63221287727,False,True,False,0,0,0,0,0.23,0,False,False,0,False,False,False,10.683768034,False,True,False,46,03102019,60.1742833122,PreComm_Task,707,
13,55,67,58,64,g,12,3,False,True,False,7.68101096153,False,True,False,0,0,0,0,0.23,0,False,False,0,False,False,False,10.7336018085,True,False,False,64,03102019,60.1742833122,PreComm_Task,707,
14,40,68,31,77,v,28,-9,False,True,False,7.63318514824,False,True,False,0,0,0,0,0.23,0,False,False,0,False,False,False,10.6845781803,True,False,False,77,03102019,60.1742833122,PreComm_Task,707,
15,57,45,48,54,i,12,9,False,False,True,7.6316819191,False,True,False,0,0,0,0,0.23,0,False,False,0,False,False,False,10.6820878983,False,True,False,48,03102019,60.1742833122,PreComm_Task,707,
16,40,44,53,31,e,4,13,False,False,True,7.64803004265,False,True,False,0,0,0,0,0.23,0,False,False,0,False,False,False,10.6996309757,False,True,False,53,03102019,60.1742833122,PreComm_Task,707,
17,56,84,59,81,s,28,3,False,True,False,7.66519904137,False,True,False,0,0,0,0,0.23,0,False,False,0,False,False,False,10.7171301842,True,False,False,81,03102019,60.1742833122,PreComm_Task,707,
18,60,56,69,47,d,4,-9,True,False,False,7.66451191902,False,False,True,0,0,0,0,0.23,0,False,False,0,False,False,False,0,True,False,False,0,03102019,60.1742833122,PreComm_Task,707,
19,69,49,82,36,r,20,-13,True,False,False,7.64882898331,False,True,False,0,0,0,0,0.23,0,False,False,0,False,False,False,10.6999168396,False,True,False,82,03102019,60.1742833122,PreComm_Task,707,
20,33,29,24,38,c,4,9,False,False,True,7.63140583038,False,True,False,0,0,0,0,0.23,0,False,False,0,False,False,False,10.6831288338,True,False,False,38,03102019,60.1742833122,PreComm_Task,707,
21,44,32,31,45,k,12,13,False,False,True,7.64890909195,True,False,False,True,0.215837955475,16.2990980148,0.5,0.23,False,False,True,0,False,False,False,0,False,False,False,45,03102019,60.1742833122,PreComm_Task,707,
22,40,68,37,71,t,28,-3,False,True,False,7.68185901642,False,True,False,0,0,0,0,0.21,0,False,False,0,False,False,False,10.732984066,True,False,False,71,03102019,60.1742833122,PreComm_Task,707,
23,60,32,47,45,w,28,13,True,False,False,7.64895701408,False,True,False,0,0,0,0,0.21,0,False,False,0,False,False,False,10.7004129887,False,True,False,47,03102019,60.1742833122,PreComm_Task,707,
24,69,49,60,58,o,20,9,True,False,False,7.68174290657,False,True,False,0,0,0,0,0.21,0,False,False,0,False,False,False,10.7331340313,False,True,False,60,03102019,60.1742833122,PreComm_Task,707,
1,16,44,29,31,w,28,13,False,True,False,7.64882588387,True,False,False,False,0,0,0.5,0.21,True,False,False,17.3337340355,False,True,False,0,False,False,False,29,03102019,60.1742833122,PreComm_Task,707,
2,48,68,61,55,q,20,13,False,False,True,7.61553192139,False,True,False,0,0,0,0,0.23,0,False,False,0,False,False,False,10.6666929722,False,True,False,61,03102019,60.1742833122,PreComm_Task,707,
3,32,28,23,37,c,4,9,False,False,True,7.63195896149,False,True,False,0,0,0,0,0.23,0,False,False,0,False,False,False,10.682487011,True,False,False,37,03102019,60.1742833122,PreComm_Task,707,
4,42,22,55,9,r,20,-13,True,False,False,7.66606807709,False,True,False,0,0,0,0,0.23,0,False,False,0,False,False,False,10.7166659832,False,True,False,55,03102019,60.1742833122,PreComm_Task,707,
