TrialNumber,OptionA,OptionB,EndA,EndB,letter,difference,change,A_alwaysBest,B_alwaysBest,Best_changes,Choice_RT,Choice_Wait,Choice_Commit,Choice_Miss,Press_hit,Play_RT,RT_trialClock_play,ITI_play,Square_timing,Press_miss,Play_win_A,Play_win_B,Late_RT,Play_lost,Play_lost_chosenA,Play_lost_chosenB,Precomm_RT,Precomm_B,Precomm_A,Precomm_miss,Earnings,date,frameRate,expName,participant,
1,77,49,86,40,v,28,-9,True,False,False,7.70143604279,True,False,False,True,0.216472148895,16.7521760464,0.9,0.25,False,True,False,0,False,False,False,0,False,False,False,86,18072019,60.2300177633,PreComm_Task,668,
2,42,30,33,39,i,12,9,False,False,True,7.68196606636,True,False,False,False,0,0,0.9,0.23,True,False,False,17.7843279839,False,True,False,0,False,False,False,33,18072019,60.2300177633,PreComm_Task,668,
3,43,15,34,24,u,28,9,True,False,False,7.63320994377,False,True,False,0,0,0,0,0.25,0,False,False,0,False,False,False,10.683786869,False,True,False,34,18072019,60.2300177633,PreComm_Task,668,
4,53,33,50,36,m,20,3,True,False,False,7.68186903,False,True,False,0,0,0,0,0.25,0,False,False,0,False,False,False,10.7334730625,False,True,False,50,18072019,60.2300177633,PreComm_Task,668,
5,48,44,39,53,c,4,9,False,False,True,7.64851784706,True,False,False,True,0.217000007629,16.6995139122,0.9,0.25,False,False,True,0,False,False,False,0,False,False,False,53,18072019,60.2300177633,PreComm_Task,668,
6,35,55,48,42,q,20,13,False,False,True,7.66526293755,False,True,False,0,0,0,0,0.23,0,False,False,0,False,False,False,10.7165880203,True,False,False,42,18072019,60.2300177633,PreComm_Task,668,
7,61,65,74,52,e,4,13,False,False,True,7.64917898178,True,False,False,False,0,0,0.7,0.23,True,False,False,17.5506930351,False,False,True,0,False,False,False,52,18072019,60.2300177633,PreComm_Task,668,
8,55,59,46,68,d,4,-9,False,True,False,7.63205313683,False,True,False,0,0,0,0,0.25,0,False,False,0,False,False,False,10.6840660572,True,False,False,68,18072019,60.2300177633,PreComm_Task,668,
9,34,38,21,51,f,4,-13,False,True,False,7.64948511124,True,False,False,True,0.216120958328,16.6990880966,0.9,0.25,False,False,True,0,False,False,False,0,False,False,False,51,18072019,60.2300177633,PreComm_Task,668,
10,46,74,33,87,x,28,-13,False,True,False,7.63251304626,True,False,False,True,0.216151952744,15.9817960262,0.2,0.23,False,False,True,0,False,False,False,0,False,False,False,87,18072019,60.2300177633,PreComm_Task,668,
11,47,59,34,72,l,12,-13,False,True,False,7.64945697784,True,False,False,False,0,0,0.5,0.21,True,False,False,17.3340699673,False,True,False,0,False,False,False,34,18072019,60.2300177633,PreComm_Task,668,
12,57,29,60,26,t,28,-3,True,False,False,7.64850401878,False,True,False,0,0,0,0,0.23,0,False,False,0,False,False,False,10.699860096,False,True,False,60,18072019,60.2300177633,PreComm_Task,668,
13,50,46,47,49,a,4,3,False,False,True,7.63157486916,False,True,False,0,0,0,0,0.23,0,False,False,0,False,False,False,10.6836049557,False,True,False,47,18072019,60.2300177633,PreComm_Task,668,
14,44,32,31,45,k,12,13,False,False,True,7.64793300629,True,False,False,True,0.226302146912,16.9090061188,1.1,0.23,False,False,True,0,False,False,False,0,False,False,False,45,18072019,60.2300177633,PreComm_Task,668,
15,65,53,62,56,g,12,3,True,False,False,7.63251399994,False,True,False,0,0,0,0,0.21,0,False,False,0,False,False,False,10.6829898357,False,True,False,62,18072019,60.2300177633,PreComm_Task,668,
16,49,69,36,82,r,20,-13,False,True,False,7.63276696205,True,False,False,False,0,0,0.3,0.21,True,False,False,17.1173858643,False,False,True,0,False,False,False,82,18072019,60.2300177633,PreComm_Task,668,
17,68,64,71,61,b,4,-3,True,False,False,7.64884805679,True,False,False,True,0.219415903091,16.9030079842,1.1,0.23,False,True,False,0,False,False,False,0,False,False,False,71,18072019,60.2300177633,PreComm_Task,668,
18,27,47,24,50,n,20,-3,False,True,False,7.63347005844,False,True,False,0,0,0,0,0.21,0,False,False,0,False,False,False,10.6840369701,False,False,True,0,18072019,60.2300177633,PreComm_Task,668,
19,74,62,83,53,j,12,-9,True,False,False,7.68298006058,True,False,False,False,0,0,1.2,0.21,True,False,False,18.0665781498,False,True,False,0,False,False,False,83,18072019,60.2300177633,PreComm_Task,668,
20,29,57,32,54,s,28,3,False,True,False,7.63181710243,False,True,False,0,0,0,0,0.23,0,False,False,0,False,False,False,10.6838490963,True,False,False,54,18072019,60.2300177633,PreComm_Task,668,
21,51,71,42,80,p,20,-9,False,True,False,7.66587018967,False,True,False,0,0,0,0,0.23,0,False,False,0,False,False,False,10.7173421383,True,False,False,80,18072019,60.2300177633,PreComm_Task,668,
