TrialNumber,OptionA,OptionB,EndA,EndB,letter,difference,change,A_alwaysBest,B_alwaysBest,Best_changes,Choice_RT,Choice_Wait,Choice_Commit,Choice_Miss,Press_hit,Play_RT,RT_trialClock_play,ITI_play,Square_timing,Press_miss,Play_win_A,Play_win_B,Late_RT,Play_lost,Play_lost_chosenA,Play_lost_chosenB,Precomm_RT,Precomm_B,Precomm_A,Precomm_miss,Earnings,date,frameRate,expName,participant,
1,24,36,33,27,i,12,9,False,False,True,7.65266895294,False,True,False,0,0,0,0,0.25,0,False,False,0,False,False,False,10.7042639256,True,False,False,27,19072019,60.0046066006,PreComm_Task,671,
2,35,63,26,72,v,28,-9,False,True,False,7.63246893883,False,True,False,0,0,0,0,0.25,0,False,False,0,False,False,False,10.6832268238,True,False,False,72,19072019,60.0046066006,PreComm_Task,671,
3,42,54,55,41,k,12,13,False,False,True,7.63327407837,True,False,False,False,0,0,0.7,0.25,True,False,False,17.5512149334,False,True,False,0,False,False,False,55,19072019,60.0046066006,PreComm_Task,671,
4,32,36,35,33,a,4,3,False,False,True,7.63111591339,True,False,False,True,0.241786003113,16.4073910713,0.6,0.27,False,True,False,0,False,False,False,0,False,False,False,35,19072019,60.0046066006,PreComm_Task,671,
5,40,68,43,65,s,28,3,False,True,False,7.61639690399,True,False,False,True,0.250192165375,16.4004220963,0.6,0.25,False,False,True,0,False,False,False,0,False,False,False,65,19072019,60.0046066006,PreComm_Task,671,
6,55,75,52,78,n,20,-3,False,True,False,7.63341403008,False,True,False,0,0,0,0,0.23,0,False,False,0,False,False,False,10.6821961403,True,False,False,78,19072019,60.0046066006,PreComm_Task,671,
7,69,49,56,62,q,20,13,False,False,True,7.68193292618,False,True,False,0,0,0,0,0.23,0,False,False,0,False,False,False,10.7334780693,False,True,False,56,19072019,60.0046066006,PreComm_Task,671,
8,73,61,76,58,h,12,-3,True,False,False,7.68152284622,True,False,False,False,0,0,0.6,0.23,True,False,False,17.4835648537,False,True,False,0,False,False,False,76,19072019,60.0046066006,PreComm_Task,671,
9,62,82,65,79,m,20,3,False,True,False,7.64854502678,False,True,False,0,0,0,0,0.25,0,False,False,0,False,False,False,10.6997320652,True,False,False,79,19072019,60.0046066006,PreComm_Task,671,
10,31,27,18,40,e,4,13,False,False,True,7.64905309677,True,False,False,True,0.233771800995,16.3168802261,0.5,0.25,False,False,True,0,False,False,False,0,False,False,False,40,19072019,60.0046066006,PreComm_Task,671,
11,63,51,76,38,l,12,-13,True,False,False,7.6501750946,False,True,False,0,0,0,0,0.23,0,False,False,0,False,False,False,10.7008469105,True,False,False,38,19072019,60.0046066006,PreComm_Task,671,
12,44,72,41,75,t,28,-3,False,True,False,7.63251399994,False,True,False,0,0,0,0,0.23,0,False,False,0,False,False,False,10.6839380264,True,False,False,75,19072019,60.0046066006,PreComm_Task,671,
13,74,62,71,65,g,12,3,True,False,False,7.63234710693,False,True,False,0,0,0,0,0.23,0,False,False,0,False,False,False,10.6834990978,False,True,False,71,19072019,60.0046066006,PreComm_Task,671,
14,35,23,44,14,j,12,-9,True,False,False,7.63212299347,True,False,False,False,0,0,0.6,0.23,True,False,False,17.4340109825,False,False,True,0,False,False,False,14,19072019,60.0046066006,PreComm_Task,671,
