TrialNumber,OptionA,OptionB,EndA,EndB,Choice_RT,Choice_Play,Choice_Pick,Choice_Miss,Play_RT,Play_win_right,Play_win_left,Play_lost,Play_lost_chosenA,Play_lost_chosenB,Play_toolate_left,Play_toolate_right,Play_neverpicked,Precomm_RT,Precomm_right,Precomm_left,Precomm_miss,Earnings,date,frameRate,expName,participant,
1,63,69,59,21,1.01533079147,True,False,False,0.499881982803,True,False,False,False,False,False,False,False,0,False,False,False,21,22022019,60.2180845031,PreComm_Task,,
2,12,35,24,43,1.01015210152,True,False,False,0,False,False,False,True,False,False,False,False,0,False,False,False,24,22022019,60.2180845031,PreComm_Task,,
3,60,56,30,21,1.0129301548,True,False,False,0,False,False,False,True,False,False,False,False,0,False,False,False,30,22022019,60.2180845031,PreComm_Task,,
