TrialNumber,OptionA,OptionB,EndA,EndB,A_difference,B_difference,largest_option,largest_end,A_alwaysBest,B_alwaysBest,Best_changes,Choice_RT,Choice_Play,Choice_Pick,Choice_Miss,Play_RT,RT_trialClock_play,Press_hit,Press_miss,Play_win_A,Play_win_B,Late_RT,Play_lost,Play_lost_chosenA,Play_lost_chosenB,Play_toolate_B,Play_toolate_A,Precomm_RT,Precomm_B,Precomm_A,Precomm_miss,Earnings,date,frameRate,expName,participant,
1,46,64,59,56,-13,8,64,59,False,False,True,6.66116094589,True,False,False,0.249839067459,14.8292849064,True,False,False,False,0,False,False,False,False,False,0,False,False,False,59,19042019,59.9934489728,PreComm_Task,,
2,33,61,26,16,7,45,61,26,False,False,True,6.64884400368,False,False,False,0,0,0,0,False,False,0,False,False,False,False,False,9.7002658844,True,False,False,16,19042019,59.9934489728,PreComm_Task,,
