TrialNumber,OptionA,OptionB,EndA,EndB,letter,difference,change,A_alwaysBest,B_alwaysBest,Best_changes,Choice_RT,Choice_Wait,Choice_Commit,Choice_Miss,Press_hit,Play_RT,RT_trialClock_play,ITI_play,Square_timing,Press_miss,Play_win_A,Play_win_B,Late_RT,Play_lost,Play_lost_chosenA,Play_lost_chosenB,Precomm_RT,Precomm_B,Precomm_A,Precomm_miss,Earnings,date,frameRate,expName,participant,
1,38,34,25,47,e,4,13,False,False,True,6.6684679985,False,True,False,0,0,0,0,0.3,0,False,False,0,False,False,False,9.72001409531,False,True,False,25,23052019,60.0341514314,PreComm_Task,,
2,43,31,56,18,ll,12,-13,True,False,False,6.63009500504,True,False,False,False,0,0,0.3,0.3,True,False,False,16.2018661499,False,True,False,0,False,False,False,56,23052019,60.0341514314,PreComm_Task,,
