TrialNumber,OptionA,OptionB,EndA,EndB,A_difference,B_difference,largest_option,largest_end,A_alwaysBest,B_alwaysBest,Best_changes,Choice_RT,Choice_Play,Choice_Pick,Choice_Miss,Play_RT,RT_trialClock_play,Press_hit,Press_miss,Play_win_A,Play_win_B,Late_RT,Play_lost,Play_lost_chosenA,Play_lost_chosenB,Play_toolate_B,Play_toolate_A,Precomm_RT,Precomm_B,Precomm_A,Precomm_miss,Earnings,date,frameRate,expName,participant,
1,15,72,40,73,-25,-1,72,73,False,True,False,6.66468501091,True,False,False,0,0,False,True,False,False,16.1311781406,False,True,False,False,False,0,False,False,False,40,22042019,59.8891973088,PreComm_Task,,
2,47,18,24,50,23,-32,47,50,False,False,True,6.68118691444,True,False,False,0.217185020447,15.432600975,True,False,False,False,0,False,False,False,False,False,0,False,False,False,50,22042019,59.8891973088,PreComm_Task,,
3,54,53,36,34,18,19,54,36,True,False,False,6.68039512634,True,False,False,0,0,False,True,False,False,16.2524349689,False,True,False,False,False,0,False,False,False,36,22042019,59.8891973088,PreComm_Task,,
4,38,42,35,21,3,21,42,35,False,False,True,6.64704012871,True,False,False,0.283281087875,15.0648560524,True,False,False,False,0,False,False,False,False,False,0,False,False,False,35,22042019,59.8891973088,PreComm_Task,,
5,53,54,48,61,5,-7,54,61,False,True,False,6.63057112694,True,False,False,0,0,False,True,False,False,16.0013420582,False,False,True,False,False,0,False,False,False,61,22042019,59.8891973088,PreComm_Task,,
