TrialNumber,OptionA,OptionB,EndA,EndB,A_difference,B_difference,largest_option,largest_end,A_alwaysBest,B_alwaysBest,Best_changes,Choice_RT,Choice_Play,Choice_Pick,Choice_Miss,Play_RT,RT_trialClock_play,Press_hit,Press_miss,Play_win_A,Play_win_B,Late_RT,Play_lost,Play_lost_chosenA,Play_lost_chosenB,Play_toolate_B,Play_toolate_A,Precomm_RT,Precomm_B,Precomm_A,Precomm_miss,Earnings,date,frameRate,expName,participant,
1,10,25,34,20,-24,5,25,34,False,False,True,6.6994638443,True,False,False,0.247004985809,15.7845637798,True,False,False,False,0,False,False,False,False,False,0,False,False,False,20,22042019,60.3085665316,PreComm_Task,,
2,17,36,21,15,-4,21,36,21,False,False,True,6.63056707382,True,False,False,0,0,False,True,False,False,16.900094986,False,True,False,False,False,0,False,False,False,21,22042019,60.3085665316,PreComm_Task,,
