TrialNumber,OptionA,OptionB,EndA,EndB,A_difference,B_difference,largest_option,largest_end,A_alwaysBest,B_alwaysBest,Best_changes,Choice_RT,Choice_Play,Choice_Pick,Choice_Miss,Play_RT,RT_trialClock_play,Press_hit,Press_miss,Play_win_A,Play_win_B,Late_RT,Play_lost,Play_lost_chosenA,Play_lost_chosenB,Play_toolate_B,Play_toolate_A,Precomm_RT,Precomm_B,Precomm_A,Precomm_miss,Earnings,date,frameRate,expName,participant,
1,51,29,24,61,27,-32,51,61,False,False,True,6.69441199303,True,False,False,0.250823974609,15.5824508667,True,False,False,False,0,False,False,False,False,False,0,False,False,False,61,22042019,59.5546644933,PreComm_Task,,
2,30,22,19,47,11,-25,30,47,False,False,True,6.64724707603,True,False,False,0,0,False,True,False,False,16.1162171364,False,False,True,False,False,0,False,False,False,47,22042019,59.5546644933,PreComm_Task,,
3,42,67,62,58,-20,9,67,62,False,False,True,6.63430500031,True,False,False,0,0,False,True,False,False,16.203799963,False,True,False,False,False,0,False,False,False,62,22042019,59.5546644933,PreComm_Task,,
4,46,61,35,25,11,36,61,35,False,False,True,6.66662478447,True,False,False,0,0,False,True,False,False,16.4387128353,False,False,True,False,False,0,False,False,False,25,22042019,59.5546644933,PreComm_Task,,
5,19,72,21,44,-2,28,72,44,False,True,False,6.68109083176,True,False,False,0.267903089523,15.6852219105,True,False,False,False,0,False,False,False,False,False,0,False,False,False,0,22042019,59.5546644933,PreComm_Task,,
