TrialNumber,OptionA,OptionB,EndA,EndB,A_difference,B_difference,largest_option,largest_end,A_alwaysBest,B_alwaysBest,Best_changes,Choice_RT,Choice_Play,Choice_Pick,Choice_Miss,Play_RT,RT_trialClock_play,Press_hit,Press_miss,Play_win_A,Play_win_B,Late_RT,Play_lost,Play_lost_chosenA,Play_lost_chosenB,Play_toolate_B,Play_toolate_A,Precomm_RT,Precomm_B,Precomm_A,Precomm_miss,Earnings,date,frameRate,expName,participant,
1,6,33,13,37,-7,-4,33,37,False,True,False,6.64415788651,True,False,False,0.388782978058,14.952270031,True,False,False,False,0,False,False,False,False,False,0,False,False,False,37,22042019,59.8419453928,PreComm_Task,,
2,34,22,26,68,8,-46,34,68,False,False,True,6.64808011055,False,False,False,0,0,0,0,False,False,0,False,False,False,False,False,9.69807910919,False,True,False,26,22042019,59.8419453928,PreComm_Task,,
