TrialNumber,OptionA,OptionB,EndA,EndB,Choice_RT,Choice_Play,Choice_Pick,Choice_Miss,Play_RT,RT_trialClock_play,Press_hit,Press_miss,Play_win_A,Play_win_B,Late_RT,Play_lost,Play_lost_chosenA,Play_lost_chosenB,Play_toolate_B,Play_toolate_A,Precomm_RT,Precomm_B,Precomm_A,Precomm_miss,Earnings,date,frameRate,expName,participant,
1,29,30,49,10,6.64349412918,False,False,False,0,0,0,0,False,False,0,False,False,False,False,False,9.69477510452,True,False,False,10,25042019,60.0586510264,PreComm_Task,,
2,20,67,0,87,6.64687395096,True,False,False,0,0,False,True,False,False,16.1169159412,False,False,True,False,False,0,False,False,False,87,25042019,60.0586510264,PreComm_Task,,
3,39,32,19,52,6.628677845,False,False,False,0,0,0,0,False,False,0,False,False,False,False,False,9.68152499199,True,False,False,52,25042019,60.0586510264,PreComm_Task,,
4,26,78,6,98,6.62895607948,False,False,False,0,0,0,0,False,False,0,False,False,False,False,False,9.68154597282,True,False,False,98,25042019,60.0586510264,PreComm_Task,,
