TrialNumber,OptionA,OptionB,EndA,EndB,A_difference,B_difference,largest_option,largest_end,A_alwaysBest,B_alwaysBest,Best_changes,Choice_RT,Choice_Play,Choice_Pick,Choice_Miss,Play_RT,RT_trialClock_play,Press_hit,Press_miss,Play_win_A,Play_win_B,Late_RT,Play_lost,Play_lost_chosenA,Play_lost_chosenB,Play_toolate_B,Play_toolate_A,Precomm_RT,Precomm_B,Precomm_A,Precomm_miss,Earnings,date,frameRate,expName,participant,
1,27,62,46,19,-19,43,62,46,False,False,True,6.65658998489,True,False,False,0.317828178406,14.8959050179,True,False,False,False,15.994964838,False,True,False,False,False,0,False,False,False,46,22042019,60.0910899997,PreComm_Task,,
2,32,30,32,73,0,-43,32,73,False,False,True,6.63341903687,False,False,False,0,0,0,0,False,False,0,False,False,False,False,False,9.68486595154,True,False,False,73,22042019,60.0910899997,PreComm_Task,,
3,53,65,22,17,31,48,65,22,False,False,True,6.67960309982,True,False,False,0.266578912735,14.8666601181,True,False,False,False,0,False,False,False,False,False,0,False,False,False,22,22042019,60.0910899997,PreComm_Task,,
