TrialNumber,OptionA,OptionB,EndA,EndB,A_difference,B_difference,largest_option,largest_end,A_alwaysBest,B_alwaysBest,Best_changes,Choice_RT,Choice_Play,Choice_Pick,Choice_Miss,Play_RT,RT_trialClock_play,Play_win_A,Play_win_B,Late_RT,Play_lost,Play_lost_chosenA,Play_lost_chosenB,Play_toolate_B,Play_toolate_A,Precomm_RT,Precomm_B,Precomm_A,Precomm_miss,Earnings,date,frameRate,expName,participant,
1,47,69,50,43,-3,26,69,50,False,False,True,3.58607292175,False,True,False,0,0,False,False,0,False,False,False,False,False,6.63759493828,True,False,False,43,18032019,60.1496030471,PreComm_Task,,
2,39,32,53,71,-14,-39,39,71,False,False,True,3.56679987907,False,False,True,0,0,False,False,0,False,False,False,False,False,0,True,False,False,0,18032019,60.1496030471,PreComm_Task,,
3,54,68,5,64,49,4,68,64,False,True,False,3.56649494171,True,False,False,0.515300989151,6.6332719326,True,False,0,False,False,False,False,False,0,False,False,False,5,18032019,60.1496030471,PreComm_Task,,
4,38,62,7,33,31,29,62,33,False,True,False,3.56181812286,False,True,False,0,0,False,False,0,False,False,False,False,False,6.61299800873,True,False,False,33,18032019,60.1496030471,PreComm_Task,,
5,47,25,26,47,21,-22,47,47,False,False,True,3.56283402443,False,False,True,0,0,False,False,0,False,False,False,False,False,0,True,False,False,0,18032019,60.1496030471,PreComm_Task,,
