TrialNumber,OptionA,OptionB,EndA,EndB,A_difference,B_difference,largest_option,largest_end,A_alwaysBest,B_alwaysBest,Best_changes,Choice_RT,Choice_Play,Choice_Pick,Choice_Miss,Play_RT,RT_trialClock_play,Press_hit,Press_miss,Play_win_A,Play_win_B,Late_RT,Play_lost,Play_lost_chosenA,Play_lost_chosenB,Play_toolate_B,Play_toolate_A,Precomm_RT,Precomm_B,Precomm_A,Precomm_miss,Earnings,date,frameRate,expName,participant,
1,9,21,25,62,-16,-41,21,62,False,True,False,6.68816900253,True,False,False,0.328657865524,15.9528019428,True,False,False,False,0,False,False,False,False,False,0,False,False,False,25,22042019,59.9944787338,PreComm_Task,,
2,39,19,54,16,-15,3,39,54,True,False,False,6.62940692902,True,False,False,0,0,False,True,False,False,16.7999930382,False,False,True,False,False,0,False,False,False,16,22042019,59.9944787338,PreComm_Task,,
