TrialNumber,OptionA,OptionB,EndA,EndB,A_difference,B_difference,largest_option,largest_end,A_alwaysBest,B_alwaysBest,Best_changes,Choice_RT,Choice_Play,Choice_Pick,Choice_Miss,Play_RT,RT_trialClock_play,Press_hit,Press_miss,Play_win_A,Play_win_B,Late_RT,Play_lost,Play_lost_chosenA,Play_lost_chosenB,Play_toolate_B,Play_toolate_A,Precomm_RT,Precomm_B,Precomm_A,Precomm_miss,Earnings,date,frameRate,expName,participant,
1,59,47,22,16,37,31,59,22,True,False,False,6.63608384132,True,False,False,0,0,False,True,False,False,16.2023029327,False,False,True,False,False,0,False,False,False,16,22042019,59.695452857,PreComm_Task,,
2,11,34,46,57,-35,-23,34,57,False,True,False,6.65196704865,True,False,False,0,0,False,True,False,False,16.8724360466,False,True,False,False,False,0,False,False,False,46,22042019,59.695452857,PreComm_Task,,
3,23,60,48,35,-25,25,60,48,False,False,True,6.63148188591,True,False,False,0.2165620327,15.4840340614,True,False,False,False,0,False,False,False,False,False,0,False,False,False,35,22042019,59.695452857,PreComm_Task,,
4,14,52,23,70,-9,-18,52,70,False,True,False,6.65015697479,True,False,False,0.291990041733,15.5804979801,True,False,False,False,0,False,False,False,False,False,0,False,False,False,70,22042019,59.695452857,PreComm_Task,,
5,54,58,29,19,25,39,58,29,False,False,True,6.64715695381,False,False,True,0,0,0,0,False,False,0,False,False,False,False,False,0,False,False,False,0,22042019,59.695452857,PreComm_Task,,
