TrialNumber,OptionA,OptionB,EndA,EndB,A_difference,B_difference,largest_option,largest_end,A_alwaysBest,B_alwaysBest,Best_changes,Choice_RT,Choice_Play,Choice_Pick,Choice_Miss,Play_RT,RT_trialClock_play,Play_win_A,Play_win_B,Late_RT,Play_lost,Play_lost_chosenA,Play_lost_chosenB,Play_toolate_B,Play_toolate_A,Precomm_RT,Precomm_B,Precomm_A,Precomm_miss,Earnings,date,frameRate,expName,participant,
1,9,64,7,54,2,10,64,54,False,True,False,3.56355500221,False,True,False,0,0,False,False,0,False,False,False,False,False,6.6140089035,False,True,False,7,06032019,60.0593390229,PreComm_Task, ,
2,49,53,32,44,17,9,53,44,False,True,False,3.55096197128,True,False,False,0,0,False,False,7.73300385475,True,False,True,True,False,0,False,False,False,44,06032019,60.0593390229,PreComm_Task, ,
3,53,24,61,74,-8,-50,53,74,False,False,True,3.54662013054,False,False,True,0,0,False,False,0,True,False,False,False,False,0,False,False,False,0,06032019,60.0593390229,PreComm_Task, ,
