TrialNumber,OptionA,OptionB,EndA,EndB,difference,change,A_alwaysBest,B_alwaysBest,Best_changes,Choice_RT,Choice_Wait,Choice_Commit,Choice_Miss,Press_hit,Play_RT,RT_trialClock_play,ITI_play,Square_timing,Press_miss,Play_win_A,Play_win_B,Late_RT,Play_lost,Play_lost_chosenA,Play_lost_chosenB,Play_toolate_B,Play_toolate_A,Precomm_RT,Precomm_B,Precomm_A,Precomm_miss,Earnings,date,frameRate,expName,participant,
1,37,17,34,20,20,3,True,False,False,6.639523983,False,True,False,0,0,0,0,0.3,0,False,False,0,False,False,False,False,False,9.69132709503,False,True,False,34,16052019,60.2849024142,PreComm_Task,,
2,55,35,58,32,20,-3,True,False,False,6.68082094193,False,True,False,0,0,0,0,0.3,0,False,False,0,False,False,False,False,False,9.73133587837,True,False,False,32,16052019,60.2849024142,PreComm_Task,,
3,82,54,91,45,28,-9,True,False,False,6.68058609962,True,False,False,True,0.239939928055,15.8584389687,1.0,0.3,False,True,False,0,False,False,False,False,False,0,False,False,False,91,16052019,60.2849024142,PreComm_Task,,
