TrialNumber,OptionA,OptionB,EndA,EndB,A_difference,B_difference,largest_option,largest_end,A_alwaysBest,B_alwaysBest,Best_changes,Choice_RT,Choice_Play,Choice_Pick,Choice_Miss,Play_RT,RT_trialClock_play,Play_win_A,Play_win_B,Late_RT,Play_lost,Play_lost_chosenA,Play_lost_chosenB,Play_toolate_B,Play_toolate_A,Precomm_RT,Precomm_B,Precomm_A,Precomm_miss,Earnings,date,frameRate,expName,participant,
1,61,63,41,66,20,-3,63,66,False,True,False,3.58585810661,False,True,False,0,0,False,False,0,False,False,False,False,False,6.63726496696,False,False,True,0,27032019,60.1102083927,PreComm_Task,,
2,49,50,9,67,40,-17,50,67,False,True,False,3.56256198883,False,False,True,0,0,False,False,0,False,False,False,False,False,0,False,False,True,0,27032019,60.1102083927,PreComm_Task,,
3,39,42,39,23,0,19,42,39,False,False,True,3.56297683716,False,True,False,0,0,False,False,0,False,False,False,False,False,6.61451983452,False,True,False,39,27032019,60.1102083927,PreComm_Task,,
4,29,25,45,67,-16,-42,29,67,False,False,True,3.56740498543,True,False,False,0,0,False,False,7.75369596481,True,False,True,False,False,0,False,False,False,67,27032019,60.1102083927,PreComm_Task,,
