thisRow.t,notes,TrialNumber,Condition,OptionA,OptionB,EndA,EndB,combination,difference,change,Choice_RT,Choice_Wait,Choice_Commit,Choice_Miss,Press_hit,Play_RT,RT_trialClock_play,ITI_play,Square_timing,Press_miss,Play_win_A,Play_win_B,Late_RT,Play_lost,Play_lost_chosenA,Play_lost_chosenB,Precomm_RT,Precomm_B,Precomm_A,Precomm_miss,Earnings,participant,date,expName,frameRate,
,,1,Volatile,35,36,51,20,5,1,-16,5.236189499963075,True,False,False,True,0.28383591724559665,13.594653374981135,0.3,0.8,False,False,True,0,False,False,False,0,False,False,False,20,xxx,25012024,PreComm_Task,59.792042944083164,
,,2,Volatile,52,45,63,34,8,7,11,5.213271792046726,False,True,False,0,0,0,0,0.7000000000000001,0,False,False,0,False,False,False,7.50517962500453,False,True,False,63,xxx,25012024,PreComm_Task,59.792042944083164,
