thisRow.t,notes,TrialNumber,Condition,OptionA,OptionB,EndA,EndB,combination,difference,change,Choice_RT,Choice_Wait,Choice_Commit,Choice_Miss,Press_hit,Play_RT,RT_trialClock_play,ITI_play,Square_timing,Press_miss,Play_win_A,Play_win_B,Late_RT,Play_lost,Play_lost_chosenA,Play_lost_chosenB,Precomm_RT,Precomm_B,Precomm_A,Precomm_miss,Earnings,participant,date,expName,frameRate,
,,1,NA,19,31,10,40,7,12,9,3.8094003330916166,True,False,False,False,0,0,0.4,0.62,True,False,False,14.113269541878253,False,False,True,0,False,False,False,40,xxx,26012024,PreComm_Task,60.148175086270925,
,,2,NA,50,62,63,49,11,12,-13,3.6635034582577646,True,False,False,True,0.30735237523913383,13.245975750032812,1.0,0.72,False,True,False,0,False,False,False,0,False,False,False,63,xxx,26012024,PreComm_Task,60.148175086270925,
