thisRow.t,notes,TrialNumber,Condition,OptionA,OptionB,EndA,EndB,combination,difference,change,Choice_RT,Choice_Wait,Choice_Commit,Choice_Miss,Press_hit,Play_RT,RT_trialClock_play,ITI_play,Square_timing,Press_miss,Play_win_A,Play_win_B,Late_RT,Play_lost,Play_lost_chosenA,Play_lost_chosenB,Precomm_RT,Precomm_B,Precomm_A,Precomm_miss,Earnings,participant,date,expName,frameRate,
,,1,NA,34,22,37,19,8,12,3,4.783016374800354,True,False,False,True,0.4680221248418093,13.332590749952942,0.3,0.65,False,True,False,0,False,False,False,0,False,False,False,37,xxx,25012024,PreComm_Task,59.946183577346766,
,,2,NA,58,30,55,33,21,28,-3,5.002123458310962,False,True,False,0,0,0,0,0.55,0,False,False,0,False,False,False,8.138749208301306,False,True,False,55,xxx,25012024,PreComm_Task,59.946183577346766,
