thisRow.t,notes,TrialNumber,Condition,OptionA,OptionB,EndA,EndB,combination,difference,change,Choice_RT,Choice_Wait,Choice_Commit,Choice_Miss,Press_hit,Play_RT,RT_trialClock_play,ITI_play,Square_timing,Press_miss,Play_win_A,Play_win_B,Late_RT,Play_lost,Play_lost_chosenA,Play_lost_chosenB,Precomm_RT,Precomm_B,Precomm_A,Precomm_miss,Earnings,participant,date,expName,frameRate,
,,1,NA,68,48,55,61,17,20,-13,5.352709874976426,True,False,False,False,0,0,0.3,0.5,True,False,False,14.948669457808137,False,True,False,0,False,False,False,55,xxxx,25012024,PreComm_Task,60.29216105141211,
