TrialNumber,Condition,OptionA,OptionB,EndA,EndB,combination,difference,change,Choice_RT,Choice_Wait,Choice_Commit,Choice_Miss,Press_hit,Play_RT,RT_trialClock_play,ITI_play,Square_timing,Press_miss,Play_win_A,Play_win_B,Late_RT,Play_lost,Play_lost_chosenA,Play_lost_chosenB,Precomm_RT,Precomm_B,Precomm_A,Precomm_miss,Earnings,participant,date,expName,frameRate,
1,Stable,52,45,53,44,8,7,1,6.199601944999810,FALSE,TRUE,FALSE,0,0,0,0,0.8,0,FALSE,FALSE,0,FALSE,FALSE,FALSE,9.799219475999050,FALSE,TRUE,FALSE,53,1187,3122021,PreComm_Task,None,
2,Stable,50,51,56,45,5,1,-6,5.522755030999180,TRUE,FALSE,FALSE,TRUE,0.7031347890006150,14.523669152000400,0.4,0.8,FALSE,TRUE,FALSE,0,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,56,1187,3122021,PreComm_Task,None,
3,Stable,67,86,73,80,23,19,-6,5.83779813900037,FALSE,TRUE,FALSE,0,0,0,0,0.7000000000000000,0,FALSE,FALSE,0,FALSE,FALSE,FALSE,7.637039965999070,TRUE,FALSE,FALSE,80,1187,3122021,PreComm_Task,None,
4,Stable,24,43,23,44,20,19,1,5.73370646299918,FALSE,TRUE,FALSE,0,0,0,0,0.7000000000000000,0,FALSE,FALSE,0,FALSE,FALSE,FALSE,8.082174101999040,TRUE,FALSE,FALSE,44,1187,3122021,PreComm_Task,None,
5,Stable,77,64,83,58,12,13,6,5.543148628999920,TRUE,FALSE,FALSE,FALSE,0,0,0.3,0.7000000000000000,TRUE,FALSE,FALSE,15.479696378999500,FALSE,FALSE,TRUE,0,FALSE,FALSE,FALSE,58,1187,3122021,PreComm_Task,None,
6,Stable,66,67,63,70,1,1,3,5.886044282000510,FALSE,TRUE,FALSE,0,0,0,0,0.8,0,FALSE,FALSE,0,FALSE,FALSE,FALSE,9.734892456001040,TRUE,FALSE,FALSE,70,1187,3122021,PreComm_Task,None,
7,Stable,24,31,21,34,7,7,3,6.979503997001300,FALSE,TRUE,FALSE,0,0,0,0,0.8,0,FALSE,FALSE,0,FALSE,FALSE,FALSE,10.079342613000300,TRUE,FALSE,FALSE,34,1187,3122021,PreComm_Task,None,
8,Stable,8,9,7,10,2,1,1,6.2430416469997,FALSE,TRUE,FALSE,0,0,0,0,0.8,0,FALSE,FALSE,0,FALSE,FALSE,FALSE,8.74237931099924,TRUE,FALSE,FALSE,10,1187,3122021,PreComm_Task,None,
9,Stable,43,24,46,21,19,19,3,6.285212851000320,FALSE,TRUE,FALSE,0,0,0,0,0.8,0,FALSE,FALSE,0,FALSE,FALSE,FALSE,9.083597797000040,FALSE,TRUE,FALSE,46,1187,3122021,PreComm_Task,None,
10,Stable,19,32,22,29,16,13,-3,5.822301587000770,FALSE,TRUE,FALSE,0,0,0,0,0.8,0,FALSE,FALSE,0,FALSE,FALSE,FALSE,8.122881417999450,TRUE,FALSE,FALSE,29,1187,3122021,PreComm_Task,None,
