TrialNumber,Condition,OptionA,OptionB,EndA,EndB,combination,difference,change,Choice_RT,Choice_Wait,Choice_Commit,Choice_Miss,Press_hit,Play_RT,RT_trialClock_play,ITI_play,Square_timing,Press_miss,Play_win_A,Play_win_B,Late_RT,Play_lost,Play_lost_chosenA,Play_lost_chosenB,Precomm_RT,Precomm_B,Precomm_A,Precomm_miss,Earnings,participant,date,expName,frameRate,
1,Stable,58,77,52,83,18,19,6,6.797018161014420,FALSE,TRUE,FALSE,0,0,0,0,0.8,0,FALSE,FALSE,0,FALSE,FALSE,FALSE,9.94720884700655,TRUE,FALSE,FALSE,83,1172,16112021,PreComm_Task,None,
2,Stable,38,19,37,20,21,19,-1,8.143524729995990,TRUE,FALSE,FALSE,TRUE,0.6036932340066410,17.744184067007200,1.0,0.8,FALSE,TRUE,FALSE,0,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,37,1172,16112021,PreComm_Task,None,
3,Stable,57,70,51,76,12,13,6,7.362364072992930,TRUE,FALSE,FALSE,TRUE,0.619405061006546,16.40982909500600,0.4,0.7000000000000000,FALSE,FALSE,TRUE,0,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,76,1172,16112021,PreComm_Task,None,
4,Stable,71,64,68,67,10,7,-3,6.067749005014780,TRUE,FALSE,FALSE,TRUE,0.5805582219909410,15.26934186500150,0.6,0.6000000000000000,FALSE,TRUE,FALSE,0,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,68,1172,16112021,PreComm_Task,None,
5,Stable,67,86,66,87,20,19,1,6.589095595991240,FALSE,TRUE,FALSE,0,0,0,0,0.5000000000000000,0,FALSE,FALSE,0,FALSE,FALSE,FALSE,8.991032429999910,TRUE,FALSE,FALSE,87,1172,16112021,PreComm_Task,None,
6,Stable,10,23,13,20,16,13,-3,0,FALSE,TRUE,FALSE,0,0,0,0,0.5000000000000000,0,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,TRUE,FALSE,FALSE,87,1172,16112021,PreComm_Task,None,
7,Stable,40,39,37,42,4,1,-3,6.115085188008380,TRUE,FALSE,FALSE,TRUE,0.5886845479835760,15.55158416001360,0.8,0.8,FALSE,FALSE,TRUE,0,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,42,1172,16112021,PreComm_Task,None,
8,Stable,59,52,56,55,10,7,-3,7.343211731000340,TRUE,FALSE,FALSE,TRUE,0.6712870800110980,16.444991183001500,0.4,0.7000000000000000,FALSE,TRUE,FALSE,0,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,56,1172,16112021,PreComm_Task,None,
9,Stable,35,28,41,22,6,7,6,5.848900418000990,TRUE,FALSE,FALSE,TRUE,0.5886942319921220,15.248079773999100,0.8,0.6000000000000000,FALSE,TRUE,FALSE,0,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,41,1172,16112021,PreComm_Task,None,
10,Stable,40,41,39,42,2,1,1,6.0663305670023000,TRUE,FALSE,FALSE,FALSE,0,0,0.6,0.5000000000000000,TRUE,FALSE,FALSE,16.25962140399500,FALSE,FALSE,TRUE,0,FALSE,FALSE,FALSE,42,1172,16112021,PreComm_Task,None,
11,Stable,11,10,5,16,5,1,-6,6.027481372002510,TRUE,FALSE,FALSE,TRUE,0.5464777089946440,15.178339585021600,0.6,0.6000000000000000,FALSE,FALSE,TRUE,0,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,16,1172,16112021,PreComm_Task,None,
12,Stable,27,40,33,34,17,13,-6,6.850830426992620,FALSE,TRUE,FALSE,0,0,0,0,0.5000000000000000,0,FALSE,FALSE,0,FALSE,FALSE,FALSE,9.550298251997450,TRUE,FALSE,FALSE,34,1172,16112021,PreComm_Task,None,
13,Stable,53,52,56,49,1,1,3,6.163026844005800,TRUE,FALSE,FALSE,FALSE,0,0,0.6,0.5000000000000000,TRUE,FALSE,FALSE,16.34360172401650,FALSE,TRUE,FALSE,0,FALSE,FALSE,FALSE,56,1172,16112021,PreComm_Task,None,
14,Stable,16,29,19,26,16,13,-3,6.948060472990620,FALSE,TRUE,FALSE,0,0,0,0,0.6000000000000000,0,FALSE,FALSE,0,FALSE,FALSE,FALSE,9.348649129009570,TRUE,FALSE,FALSE,26,1172,16112021,PreComm_Task,None,
15,Stable,49,62,50,61,15,13,-1,6.3004054600023700,FALSE,TRUE,FALSE,0,0,0,0,0.6000000000000000,0,FALSE,FALSE,0,FALSE,FALSE,FALSE,9.000171011022760,TRUE,FALSE,FALSE,61,1172,16112021,PreComm_Task,None,
16,Stable,61,80,58,83,19,19,3,6.152888093987710,FALSE,TRUE,FALSE,0,0,0,0,0.6000000000000000,0,FALSE,FALSE,0,FALSE,FALSE,FALSE,8.502527460979760,TRUE,FALSE,FALSE,83,1172,16112021,PreComm_Task,None,
17,Stable,40,39,46,33,0,1,6,6.392614170006710,TRUE,FALSE,FALSE,TRUE,0.5515414309920740,15.342888815997900,0.4,0.6000000000000000,FALSE,TRUE,FALSE,0,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,46,1172,16112021,PreComm_Task,None,
18,Stable,33,46,32,47,14,13,1,6.770284906990130,FALSE,TRUE,FALSE,0,0,0,0,0.5000000000000000,0,FALSE,FALSE,0,FALSE,FALSE,FALSE,8.918530217983060,TRUE,FALSE,FALSE,47,1172,16112021,PreComm_Task,None,
19,Stable,34,35,35,34,3,1,-1,7.097961988009050,TRUE,FALSE,FALSE,FALSE,0,0,0.8,0.5000000000000000,TRUE,FALSE,FALSE,17.489668356021900,FALSE,FALSE,TRUE,0,FALSE,FALSE,FALSE,34,1172,16112021,PreComm_Task,None,
20,Stable,39,46,36,49,7,7,3,6.80743097802042,TRUE,FALSE,FALSE,TRUE,0.5229749399877620,16.109510945010700,0.7,0.6000000000000000,FALSE,FALSE,TRUE,0,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,49,1172,16112021,PreComm_Task,None,
21,Stable,66,73,67,72,9,7,-1,0,TRUE,FALSE,FALSE,0,0,0,0,0.5000000000000000,0,FALSE,TRUE,0,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,49,1172,16112021,PreComm_Task,None,
22,Stable,27,14,30,11,13,13,3,7.057612025993880,FALSE,TRUE,FALSE,0,0,0,0,0.8,0,FALSE,FALSE,0,FALSE,FALSE,FALSE,10.747708573995600,FALSE,TRUE,FALSE,30,1172,16112021,PreComm_Task,None,
23,Stable,53,40,52,41,15,13,-1,6.8418888580054000,FALSE,TRUE,FALSE,0,0,0,0,0.8,0,FALSE,FALSE,0,FALSE,FALSE,FALSE,8.94191239902284,FALSE,TRUE,FALSE,52,1172,16112021,PreComm_Task,None,
24,Stable,14,27,13,28,14,13,1,6.159522437024860,FALSE,TRUE,FALSE,0,0,0,0,0.8,0,FALSE,FALSE,0,FALSE,FALSE,FALSE,8.65835619700374,TRUE,FALSE,FALSE,28,1172,16112021,PreComm_Task,None,
25,Stable,17,30,20,27,16,13,-3,6.207365476002450,FALSE,TRUE,FALSE,0,0,0,0,0.8,0,FALSE,FALSE,0,FALSE,FALSE,FALSE,8.407943630998490,TRUE,FALSE,FALSE,27,1172,16112021,PreComm_Task,None,
26,Stable,64,57,63,58,9,7,-1,7.357582183991330,FALSE,TRUE,FALSE,0,0,0,0,0.8,0,FALSE,FALSE,0,FALSE,FALSE,FALSE,9.756813352985770,FALSE,TRUE,FALSE,63,1172,16112021,PreComm_Task,None,
27,Stable,52,51,55,48,1,1,3,6.422861891012870,FALSE,TRUE,FALSE,0,0,0,0,0.8,0,FALSE,FALSE,0,FALSE,FALSE,FALSE,9.17006010300247,TRUE,FALSE,FALSE,48,1172,16112021,PreComm_Task,None,
28,Stable,71,90,68,93,19,19,3,6.4940378940082200,FALSE,TRUE,FALSE,0,0,0,0,0.8,0,FALSE,FALSE,0,FALSE,FALSE,FALSE,9.19417691900162,TRUE,FALSE,FALSE,93,1172,16112021,PreComm_Task,None,
29,Stable,24,31,30,25,11,7,-6,6.288031420001060,TRUE,FALSE,FALSE,TRUE,0.5515477879962420,15.639995780016800,0.8,0.8,FALSE,TRUE,FALSE,0,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,30,1172,16112021,PreComm_Task,None,
30,Stable,36,29,33,32,10,7,-3,8.217938218993370,TRUE,FALSE,FALSE,TRUE,0.535255868016975,17.56646060399360,0.8,0.7000000000000000,FALSE,TRUE,FALSE,0,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,33,1172,16112021,PreComm_Task,None,
31,Stable,27,28,33,22,5,1,-6,6.873087808984570,TRUE,FALSE,FALSE,TRUE,0.5698733309982350,16.32423037898840,0.9,0.6000000000000000,FALSE,TRUE,FALSE,0,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,33,1172,16112021,PreComm_Task,None,
32,Stable,26,13,20,19,17,13,-6,8.305935610987950,FALSE,FALSE,TRUE,0,0,0,0,0.5000000000000000,0,TRUE,FALSE,0,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,1172,16112021,PreComm_Task,None,
33,Stable,8,27,7,28,20,19,1,6.129509241000050,FALSE,TRUE,FALSE,0,0,0,0,0.5000000000000000,0,FALSE,FALSE,0,FALSE,FALSE,FALSE,8.428878278995400,TRUE,FALSE,FALSE,28,1172,16112021,PreComm_Task,None,
34,Stable,36,35,42,29,0,1,6,6.148742328980010,TRUE,FALSE,FALSE,FALSE,0,0,0.8,0.5000000000000000,TRUE,FALSE,FALSE,16.50883810198870,FALSE,FALSE,TRUE,0,FALSE,FALSE,FALSE,29,1172,16112021,PreComm_Task,None,
35,Stable,59,40,53,46,23,19,-6,6.470734642993190,FALSE,TRUE,FALSE,0,0,0,0,0.6000000000000000,0,FALSE,FALSE,0,FALSE,FALSE,FALSE,8.869710642000430,FALSE,TRUE,FALSE,53,1172,16112021,PreComm_Task,None,
