TrialNumber,Condition,OptionA,OptionB,EndA,EndB,combination,difference,change,Choice_RT,Choice_Wait,Choice_Commit,Choice_Miss,Press_hit,Play_RT,RT_trialClock_play,ITI_play,Square_timing,Press_miss,Play_win_A,Play_win_B,Late_RT,Play_lost,Play_lost_chosenA,Play_lost_chosenB,Precomm_RT,Precomm_B,Precomm_A,Precomm_miss,Earnings,participant,date,expName,frameRate,
1,Stable,26,45,20,51,18,19,6,6.612556069972925,False,True,False,0,0,0,0,0.8,0,False,False,0,False,False,False,9.648131875961553,True,False,False,51,1197,14122021,PreComm_Task,None,
2,Stable,15,8,21,2,6,7,6,6.600557627971284,False,True,False,0,0,0,0,0.8,0,False,False,0,False,False,False,9.151324334961828,False,True,False,21,1197,14122021,PreComm_Task,None,
3,Stable,90,71,89,72,21,19,-1,6.66068946197629,False,True,False,0,0,0,0,0.8,0,False,False,0,False,False,False,9.260628120973706,False,True,False,89,1197,14122021,PreComm_Task,None,
4,Stable,67,68,64,71,1,1,3,6.82254040800035,False,True,False,0,0,0,0,0.8,0,False,False,0,False,False,False,9.621299021993764,True,False,False,71,1197,14122021,PreComm_Task,None,
5,Stable,24,23,30,17,0,1,6,6.006888948031701,True,False,False,True,0.6974897589534521,15.407277190010063,0.7,0.8,False,False,False,16.536413880996406,False,False,True,0,False,False,False,17,1197,14122021,PreComm_Task,None,
6,Stable,18,17,12,23,5,1,-6,6.757517878024373,False,True,False,0,0,0,0,0.9,0,False,False,0,False,False,False,9.405346620013006,False,True,False,12,1197,14122021,PreComm_Task,None,
7,Stable,54,55,57,52,4,1,-3,6.770091618003789,True,False,False,True,0.5527137190219946,15.520943107025232,0.2,0.9,False,True,False,0,False,False,False,0,False,False,False,57,1197,14122021,PreComm_Task,None,
8,Stable,9,28,15,22,23,19,-6,6.429114724975079,False,True,False,0,0,0,0,0.8,0,False,False,0,False,False,False,9.027810277009849,True,False,False,22,1197,14122021,PreComm_Task,None,
9,Stable,30,23,31,22,8,7,1,6.345454431022517,False,True,False,0,0,0,0,0.8,0,False,False,0,False,False,False,8.945271714008413,False,True,False,31,1197,14122021,PreComm_Task,None,
10,Stable,55,68,56,67,15,13,-1,6.295563689025585,False,True,False,0,0,0,0,0.8,0,False,False,0,False,False,False,8.844750032993034,True,False,False,67,1197,14122021,PreComm_Task,None,
11,Stable,48,67,45,70,19,19,3,6.30013583303662,False,True,False,0,0,0,0,0.8,0,False,False,0,False,False,False,8.950194051023573,True,False,False,70,1197,14122021,PreComm_Task,None,
12,Stable,41,34,38,37,10,7,-3,6.169840428978205,False,True,False,0,0,0,0,0.8,0,False,False,0,False,False,False,8.719982219976373,False,True,False,38,1197,14122021,PreComm_Task,None,
13,Stable,69,50,66,53,22,19,-3,5.930780650000088,False,True,False,0,0,0,0,0.8,0,False,False,0,False,False,False,8.779602444032207,False,True,False,66,1197,14122021,PreComm_Task,None,
14,Stable,74,73,73,74,3,1,-1,5.713323961012065,False,True,False,0,0,0,0,0.8,0,False,False,0,False,False,False,8.363028962980025,False,True,False,73,1197,14122021,PreComm_Task,None,
15,Stable,13,12,14,11,2,1,1,6.608857064973563,True,False,False,True,0.6747064090450294,15.905536321981344,0.6,0.8,False,True,False,0,False,False,False,0,False,False,False,14,1197,14122021,PreComm_Task,None,
16,Stable,75,56,76,55,20,19,1,6.200516976008657,False,True,False,0,0,0,0,0.7000000000000001,0,False,False,0,False,False,False,8.85020645800978,False,True,False,76,1197,14122021,PreComm_Task,None,
17,Stable,73,80,74,79,9,7,-1,6.307512837985996,False,True,False,0,0,0,0,0.7000000000000001,0,False,False,0,False,False,False,8.956868213950656,True,False,False,79,1197,14122021,PreComm_Task,None,
18,Stable,52,39,46,45,17,13,-6,6.232130792050157,False,True,False,0,0,0,0,0.7000000000000001,0,False,False,0,False,False,False,8.882783019042108,False,True,False,46,1197,14122021,PreComm_Task,None,
19,Stable,32,19,38,13,12,13,6,5.931484644999728,False,True,False,0,0,0,0,0.7000000000000001,0,False,False,0,False,False,False,9.632963587006088,False,True,False,38,1197,14122021,PreComm_Task,None,
20,Stable,77,64,78,63,14,13,1,6.072569251991808,False,True,False,0,0,0,0,0.7000000000000001,0,False,False,0,False,False,False,8.622631195990834,False,True,False,78,1197,14122021,PreComm_Task,None,
21,Stable,44,51,41,54,7,7,3,5.981442381977104,False,True,False,0,0,0,0,0.7000000000000001,0,False,False,0,False,False,False,8.331249338982161,True,False,False,54,1197,14122021,PreComm_Task,None,
22,Stable,41,28,44,25,13,13,3,5.998895473021548,False,True,False,0,0,0,0,0.7000000000000001,0,False,False,0,False,False,False,8.746526963019278,False,True,False,44,1197,14122021,PreComm_Task,None,
23,Stable,63,50,60,53,16,13,-3,5.773271473997738,False,True,False,0,0,0,0,0.7000000000000001,0,False,False,0,False,False,False,8.574853942962363,False,True,False,60,1197,14122021,PreComm_Task,None,
24,Stable,15,22,21,16,11,7,-6,5.9291530339978635,False,True,False,0,0,0,0,0.7000000000000001,0,False,False,0,False,False,False,8.430996056005824,True,False,False,16,1197,14122021,PreComm_Task,None,
25,Stable,83,70,86,67,13,13,3,6.069867259997409,False,True,False,0,0,0,0,0.7000000000000001,0,False,False,0,False,False,False,8.920115501969121,False,True,False,86,1197,14122021,PreComm_Task,None,
26,Stable,66,59,60,65,11,7,-6,5.8807434879709035,False,True,False,0,0,0,0,0.7000000000000001,0,False,False,0,False,False,False,8.580011199985165,False,True,False,60,1197,14122021,PreComm_Task,None,
27,Stable,50,31,53,28,19,19,3,5.959715363045689,False,True,False,0,0,0,0,0.7000000000000001,0,False,False,0,False,False,False,8.66050587699283,False,True,False,53,1197,14122021,PreComm_Task,None,
28,Stable,80,67,86,61,12,13,6,6.328099752019625,False,True,False,0,0,0,0,0.7000000000000001,0,False,False,0,False,False,False,9.131211034022272,False,True,False,86,1197,14122021,PreComm_Task,None,
29,Stable,60,73,59,74,14,13,1,5.795854564988986,False,True,False,0,0,0,0,0.7000000000000001,0,False,False,0,False,False,False,8.595508781960234,True,False,False,74,1197,14122021,PreComm_Task,None,
30,Stable,39,26,33,32,17,13,-6,6.080419764970429,False,True,False,0,0,0,0,0.7000000000000001,0,False,False,0,False,False,False,8.672385119018145,False,True,False,33,1197,14122021,PreComm_Task,None,
31,Stable,68,75,71,72,10,7,-3,6.321985322982073,False,True,False,0,0,0,0,0.7000000000000001,0,False,False,0,False,False,False,8.872292765008751,True,False,False,72,1197,14122021,PreComm_Task,None,
32,Stable,33,46,36,43,16,13,-3,6.106745651981328,False,True,False,0,0,0,0,0.7000000000000001,0,False,False,0,False,False,False,8.554294516972732,True,False,False,43,1197,14122021,PreComm_Task,None,
33,Stable,45,44,46,43,2,1,1,6.106158445996698,False,True,False,0,0,0,0,0.7000000000000001,0,False,False,0,False,False,False,8.706392983964179,False,True,False,46,1197,14122021,PreComm_Task,None,
34,Stable,55,54,61,48,0,1,6,6.191176348016597,False,True,False,0,0,0,0,0.7000000000000001,0,False,False,0,False,False,False,8.593156171031296,False,True,False,61,1197,14122021,PreComm_Task,None,
35,Stable,20,19,17,22,4,1,-3,6.418721141002607,False,True,False,0,0,0,0,0.7000000000000001,0,False,False,0,False,False,False,8.968215572996996,False,True,False,17,1197,14122021,PreComm_Task,None,
36,Stable,56,37,57,36,20,19,1,5.866048158030026,False,True,False,0,0,0,0,0.7000000000000001,0,False,False,0,False,False,False,8.414790050999727,False,True,False,57,1197,14122021,PreComm_Task,None,
37,Stable,58,65,55,68,7,7,3,6.086558505019639,False,True,False,0,0,0,0,0.7000000000000001,0,False,False,0,False,False,False,8.527689256996382,True,False,False,68,1197,14122021,PreComm_Task,None,
38,Stable,48,67,49,66,21,19,-1,6.305598121020012,False,True,False,0,0,0,0,0.7000000000000001,0,False,False,0,False,False,False,8.907842066022567,True,False,False,66,1197,14122021,PreComm_Task,None,
39,Stable,40,39,43,36,1,1,3,7.26960862998385,True,False,False,True,0.6555435269838199,16.420063068973832,0.5,0.7000000000000001,False,True,False,0,False,False,False,0,False,False,False,43,1197,14122021,PreComm_Task,None,
40,Stable,56,37,62,31,18,19,6,7.003750570991542,False,True,False,0,0,0,0,0.6000000000000001,0,False,False,0,False,False,False,9.553663728991523,False,True,False,62,1197,14122021,PreComm_Task,None,
41,Stable,49,68,55,62,23,19,-6,6.392598999955226,False,True,False,0,0,0,0,0.6000000000000001,0,False,False,0,False,False,False,9.191875515971333,True,False,False,62,1197,14122021,PreComm_Task,None,
42,Stable,21,14,20,15,9,7,-1,6.305896954028867,False,True,False,0,0,0,0,0.6000000000000001,0,False,False,0,False,False,False,8.855164067004807,False,True,False,20,1197,14122021,PreComm_Task,None,
43,Stable,54,47,60,41,6,7,6,6.17570646898821,False,True,False,0,0,0,0,0.6000000000000001,0,False,False,0,False,False,False,10.524988602963276,False,True,False,60,1197,14122021,PreComm_Task,None,
44,Stable,22,9,21,10,15,13,-1,5.830130141985137,False,True,False,0,0,0,0,0.6000000000000001,0,False,False,0,False,False,False,9.27913262200309,False,True,False,21,1197,14122021,PreComm_Task,None,
45,Stable,44,43,38,49,5,1,-6,6.132363856944721,False,True,False,0,0,0,0,0.6000000000000001,0,False,False,0,False,False,False,8.530877520970535,False,True,False,38,1197,14122021,PreComm_Task,None,
46,Stable,85,66,82,69,22,19,-3,5.663450587016996,False,True,False,0,0,0,0,0.6000000000000001,0,False,False,0,False,False,False,8.21392690303037,False,True,False,82,1197,14122021,PreComm_Task,None,
47,Stable,36,29,37,28,8,7,1,5.925725231994875,False,True,False,0,0,0,0,0.6000000000000001,0,False,False,0,False,False,False,8.375344106985722,False,True,False,37,1197,14122021,PreComm_Task,None,
48,Stable,54,53,53,54,3,1,-1,6.25553318898892,True,False,False,False,0,0,1.0,0.6000000000000001,True,False,False,16.896905359986704,False,True,False,0,False,False,False,53,1197,14122021,PreComm_Task,None,
49,Stable,64,45,70,39,18,19,6,21.01201994199073,False,True,False,0,0,0,0,0.7000000000000001,0,False,False,0,False,False,False,23.512507050007116,False,True,False,70,1197,14122021,PreComm_Task,None,
50,Stable,44,45,43,46,2,1,1,6.378313078952488,True,False,False,True,0.6443660859949887,16.02835947397398,1.0,0.7000000000000001,False,False,False,17.111743693996686,False,True,False,0,False,False,False,43,1197,14122021,PreComm_Task,None,
51,Stable,49,48,46,51,4,1,-3,6.957635351980571,True,False,False,True,0.7087919059558772,16.45771792298183,0.8,0.8,False,False,True,0,False,False,False,0,False,False,False,51,1197,14122021,PreComm_Task,None,
52,Stable,54,61,53,62,8,7,1,6.3129137919750065,False,True,False,0,0,0,0,0.7000000000000001,0,False,False,0,False,False,False,8.961700210988056,True,False,False,62,1197,14122021,PreComm_Task,None,
53,Stable,23,16,20,19,10,7,-3,5.7879817559733056,False,True,False,0,0,0,0,0.7000000000000001,0,False,False,0,False,False,False,8.43546032201266,False,True,False,20,1197,14122021,PreComm_Task,None,
54,Stable,52,51,55,48,1,1,3,6.876417440013029,True,False,False,False,0,0,0.2,0.7000000000000001,True,False,False,16.845042235043366,False,True,False,0,False,False,False,55,1197,14122021,PreComm_Task,None,
55,Stable,69,62,68,63,9,7,-1,5.9319607189972885,False,True,False,0,0,0,0,0.8,0,False,False,0,False,False,False,8.431035641988274,False,True,False,68,1197,14122021,PreComm_Task,None,
56,Stable,56,37,55,38,21,19,-1,6.0752139390097,False,True,False,0,0,0,0,0.8,0,False,False,0,False,False,False,8.726063930022065,False,True,False,55,1197,14122021,PreComm_Task,None,
57,Stable,43,44,37,50,0,1,6,6.554894701985177,True,False,False,True,0.6017564640496857,16.055010968993884,0.9,0.8,False,False,True,0,False,False,False,0,False,False,False,50,1197,14122021,PreComm_Task,None,
58,Stable,40,47,34,53,6,7,6,6.6095366409863345,False,True,False,0,0,0,0,0.7000000000000001,0,False,False,0,False,False,False,9.86086792795686,True,False,False,53,1197,14122021,PreComm_Task,None,
59,Stable,68,87,74,81,23,19,-6,6.416806671011727,False,True,False,0,0,0,0,0.7000000000000001,0,False,False,0,False,False,False,8.967727287032176,True,False,False,81,1197,14122021,PreComm_Task,None,
60,Stable,78,59,75,62,22,19,-3,6.227697156951763,False,True,False,0,0,0,0,0.7000000000000001,0,False,False,0,False,False,False,8.626572706969455,False,True,False,75,1197,14122021,PreComm_Task,None,
61,Stable,64,57,58,63,11,7,-6,6.5077206089627,False,True,False,0,0,0,0,0.7000000000000001,0,False,False,0,False,False,False,9.058251575974282,False,True,False,58,1197,14122021,PreComm_Task,None,
62,Stable,49,50,50,49,3,1,-1,6.340381147980224,True,False,False,False,0,0,0.2,0.7000000000000001,True,False,False,16.28502545802621,False,False,True,0,False,False,False,49,1197,14122021,PreComm_Task,None,
63,Stable,49,68,48,69,20,19,1,5.92594723199727,False,True,False,0,0,0,0,0.8,0,False,False,0,False,False,False,8.433850766043179,True,False,False,69,1197,14122021,PreComm_Task,None,
64,Stable,38,25,37,26,15,13,-1,6.446626527002081,False,True,False,0,0,0,0,0.8,0,False,False,0,False,False,False,9.046199266973417,False,True,False,37,1197,14122021,PreComm_Task,None,
65,Stable,42,43,48,37,5,1,-6,6.479904086969327,True,False,False,True,0.7093484119977802,16.08435598597862,0.9,0.8,False,True,False,0,False,False,False,0,False,False,False,48,1197,14122021,PreComm_Task,None,
66,Stable,84,71,78,77,17,13,-6,6.762001158960629,False,True,False,0,0,0,0,0.7000000000000001,0,False,False,0,False,False,False,9.110839225002564,False,True,False,78,1197,14122021,PreComm_Task,None,
67,Stable,26,39,29,36,16,13,-3,6.624423745961394,False,True,False,0,0,0,0,0.7000000000000001,0,False,False,0,False,False,False,9.174591413000599,True,False,False,36,1197,14122021,PreComm_Task,None,
68,Stable,19,6,22,3,13,13,3,6.3547919080010615,False,True,False,0,0,0,0,0.7000000000000001,0,False,False,0,False,False,False,8.705013377009891,False,True,False,22,1197,14122021,PreComm_Task,None,
69,Stable,55,42,61,36,12,13,6,6.668973441992421,False,True,False,0,0,0,0,0.7000000000000001,0,False,False,0,False,False,False,10.117396685993299,False,True,False,61,1197,14122021,PreComm_Task,None,
70,Stable,45,52,42,55,7,7,3,6.427456854027696,False,True,False,0,0,0,0,0.7000000000000001,0,False,False,0,False,False,False,8.828300920024049,True,False,False,55,1197,14122021,PreComm_Task,None,
71,Stable,47,60,46,61,14,13,1,5.849869995028712,False,True,False,0,0,0,0,0.7000000000000001,0,False,False,0,False,False,False,8.25090836599702,True,False,False,61,1197,14122021,PreComm_Task,None,
72,Stable,35,54,32,57,19,19,3,5.859765567991417,False,True,False,0,0,0,0,0.7000000000000001,0,False,False,0,False,False,False,8.359571547014639,True,False,False,57,1197,14122021,PreComm_Task,None,
73,Stable,21,28,18,31,7,7,3,5.748108313011471,False,True,False,0,0,0,0,0.7000000000000001,0,False,False,0,False,False,False,8.046408157038968,True,False,False,31,1197,14122021,PreComm_Task,None,
74,Stable,71,64,68,67,10,7,-3,6.807035603967961,False,True,False,0,0,0,0,0.7000000000000001,0,False,False,0,False,False,False,9.057627823960502,False,True,False,68,1197,14122021,PreComm_Task,None,
75,Stable,22,21,28,15,0,1,6,5.994036107964348,False,True,False,0,0,0,0,0.7000000000000001,0,False,False,0,False,False,False,8.494631844980177,False,True,False,28,1197,14122021,PreComm_Task,None,
76,Stable,30,29,24,35,5,1,-6,6.537588425038848,True,False,False,True,0.6482257839525118,16.087603949010372,0.9,0.7000000000000001,False,False,True,0,False,False,False,0,False,False,False,35,1197,14122021,PreComm_Task,None,
77,Stable,32,25,38,19,6,7,6,6.0140194880077615,False,True,False,0,0,0,0,0.6000000000000001,0,False,False,0,False,False,False,8.414413650985807,False,True,False,38,1197,14122021,PreComm_Task,None,
78,Stable,39,58,33,64,18,19,6,5.730582027987111,False,True,False,0,0,0,0,0.6000000000000001,0,False,False,0,False,False,False,8.03037031198619,True,False,False,64,1197,14122021,PreComm_Task,None,
79,Stable,48,49,51,46,4,1,-3,6.606502562994137,True,False,False,False,0,0,0.8,0.6000000000000001,True,False,False,17.08701027499046,False,True,False,0,False,False,False,51,1197,14122021,PreComm_Task,None,
80,Stable,26,25,29,22,1,1,3,6.210592383984476,True,False,False,True,0.6484880150528625,15.260740443947725,0.4,0.7000000000000001,False,True,False,0,False,False,False,0,False,False,False,29,1197,14122021,PreComm_Task,None,
81,Stable,37,18,40,15,19,19,3,5.659498275024816,False,True,False,0,0,0,0,0.6000000000000001,0,False,False,0,False,False,False,8.154929939017165,False,True,False,40,1197,14122021,PreComm_Task,None,
82,Stable,50,37,53,34,13,13,3,5.596211196971126,False,True,False,0,0,0,0,0.6000000000000001,0,False,False,0,False,False,False,8.046169130015187,False,True,False,53,1197,14122021,PreComm_Task,None,
83,Stable,26,27,27,26,3,1,-1,6.231096141971648,True,False,False,False,0,0,0.3,0.6000000000000001,True,False,False,16.16802955296589,False,True,False,0,False,False,False,27,1197,14122021,PreComm_Task,None,
84,Stable,15,22,16,21,9,7,-1,6.166088183003012,False,True,False,0,0,0,0,0.7000000000000001,0,False,False,0,False,False,False,8.614613322017249,True,False,False,21,1197,14122021,PreComm_Task,None,
85,Stable,27,20,21,26,11,7,-6,6.255398969980888,False,True,False,0,0,0,0,0.7000000000000001,0,False,False,0,False,False,False,8.90462225000374,False,True,False,21,1197,14122021,PreComm_Task,None,
86,Stable,36,55,39,52,22,19,-3,5.829761339002289,False,True,False,0,0,0,0,0.7000000000000001,0,False,False,0,False,False,False,8.078254118969198,True,False,False,52,1197,14122021,PreComm_Task,None,
87,Stable,21,34,20,35,14,13,1,5.66468755499227,False,True,False,0,0,0,0,0.7000000000000001,0,False,False,0,False,False,False,7.964263798960019,True,False,False,35,1197,14122021,PreComm_Task,None,
88,Stable,33,14,32,15,21,19,-1,5.949291952012572,False,True,False,0,0,0,0,0.7000000000000001,0,False,False,0,False,False,False,8.248674200032838,False,True,False,32,1197,14122021,PreComm_Task,None,
