TrialNumber,Condition,OptionA,OptionB,EndA,EndB,combination,difference,change,Choice_RT,Choice_Wait,Choice_Commit,Choice_Miss,Press_hit,Play_RT,RT_trialClock_play,ITI_play,Square_timing,Press_miss,Play_win_A,Play_win_B,Late_RT,Play_lost,Play_lost_chosenA,Play_lost_chosenB,Precomm_RT,Precomm_B,Precomm_A,Precomm_miss,Earnings,participant,date,expName,frameRate,
1,Volatile,39,38,23,54,5,1,-16,6.00677869699939,TRUE,FALSE,FALSE,TRUE,0.612562987000274,14.89998458500120,0.3,0.8,FALSE,FALSE,TRUE,0,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,54,1130,20092021,PreComm_Task,None,
2,Volatile,40,47,53,34,10,7,-13,6.864923159999310,TRUE,FALSE,FALSE,TRUE,0.551934146998974,16.41694377800010,1.0,0.7000000000000000,FALSE,TRUE,FALSE,0,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,53,1130,20092021,PreComm_Task,None,
3,Volatile,40,41,24,57,0,1,16,6.276031676999990,TRUE,FALSE,FALSE,TRUE,0.46745779900084000,15.727046431999000,1.0,0.6000000000000000,FALSE,FALSE,TRUE,0,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,57,1130,20092021,PreComm_Task,None,
4,Volatile,19,26,35,10,11,7,-16,6.1675597180001200,TRUE,FALSE,FALSE,FALSE,0,0,0.5,0.5000000000000000,TRUE,FALSE,FALSE,16.24508287199930,FALSE,FALSE,TRUE,0,FALSE,FALSE,FALSE,10,1130,20092021,PreComm_Task,None,
5,Volatile,46,59,59,46,16,13,-13,6.252863832000000,TRUE,FALSE,FALSE,FALSE,0,0,0.8,0.6000000000000000,TRUE,FALSE,FALSE,16.70064307299980,FALSE,FALSE,TRUE,0,FALSE,FALSE,FALSE,46,1130,20092021,PreComm_Task,None,
6,Volatile,66,47,77,36,20,19,11,6.429279615000270,FALSE,TRUE,FALSE,0,0,0,0,0.7000000000000000,0,FALSE,FALSE,0,FALSE,FALSE,FALSE,8.979345228002790,FALSE,TRUE,FALSE,77,1130,20092021,PreComm_Task,None,
7,Volatile,77,64,93,48,12,13,16,6.977198235999820,TRUE,FALSE,FALSE,TRUE,0.489715317999071,16.277468296000700,0.8,0.7000000000000000,FALSE,TRUE,FALSE,0,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,93,1130,20092021,PreComm_Task,None,
8,Volatile,63,62,52,73,3,1,-11,7.109806643999040,FALSE,TRUE,FALSE,0,0,0,0,0.6000000000000000,0,FALSE,FALSE,0,FALSE,FALSE,FALSE,10.659318857000500,FALSE,TRUE,FALSE,52,1130,20092021,PreComm_Task,None,
9,Volatile,41,48,28,61,7,7,13,6.3352243619992800,TRUE,FALSE,FALSE,TRUE,0.5068210140016160,15.73523252599990,0.9,0.6000000000000000,FALSE,FALSE,TRUE,0,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,61,1130,20092021,PreComm_Task,None,
10,Volatile,63,76,52,87,14,13,11,6.761493144000270,FALSE,TRUE,FALSE,0,0,0,0,0.5000000000000000,0,FALSE,FALSE,0,FALSE,FALSE,FALSE,9.611798582001940,TRUE,FALSE,FALSE,87,1130,20092021,PreComm_Task,None,
11,Volatile,63,44,76,31,19,19,13,6.397717477997500,TRUE,FALSE,FALSE,FALSE,0,0,0.2,0.5000000000000000,TRUE,FALSE,FALSE,16.159893084997700,FALSE,TRUE,FALSE,0,FALSE,FALSE,FALSE,76,1130,20092021,PreComm_Task,None,
12,Volatile,60,61,73,48,4,1,-13,7.369167322998690,TRUE,FALSE,FALSE,TRUE,0.48460519499713000,16.669535041000900,0.8,0.6000000000000000,FALSE,TRUE,FALSE,0,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,73,1130,20092021,PreComm_Task,None,
13,Volatile,31,30,42,19,2,1,11,6.174125951998580,TRUE,FALSE,FALSE,TRUE,0.4525718799995960,15.3247200170008,0.7,0.5000000000000000,FALSE,TRUE,FALSE,0,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,42,1130,20092021,PreComm_Task,None,
14,Volatile,51,58,40,69,8,7,11,7.758416118995230,TRUE,FALSE,FALSE,FALSE,0,0,0.5,0.40000000000000000,TRUE,FALSE,FALSE,17.73389579600190,FALSE,TRUE,FALSE,0,FALSE,FALSE,FALSE,40,1130,20092021,PreComm_Task,None,
15,Volatile,64,57,80,41,6,7,16,6.480718048005660,TRUE,FALSE,FALSE,TRUE,0.45039529699715800,15.532347651002100,0.6,0.5000000000000000,FALSE,TRUE,FALSE,0,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,80,1130,20092021,PreComm_Task,None,
16,Volatile,40,53,56,37,17,13,-16,6.43559878099768,TRUE,FALSE,FALSE,FALSE,0,0,0.9,0.40000000000000000,TRUE,FALSE,FALSE,16.82003424999860,FALSE,TRUE,FALSE,0,FALSE,FALSE,FALSE,56,1130,20092021,PreComm_Task,None,
17,Volatile,35,16,19,32,23,19,-16,6.765201604001050,TRUE,FALSE,FALSE,TRUE,0.4046975780001960,16.06499099999930,0.9,0.5000000000000000,FALSE,FALSE,TRUE,0,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,32,1130,20092021,PreComm_Task,None,
18,Volatile,76,57,63,70,22,19,-13,6.667011026998810,FALSE,TRUE,FALSE,0,0,0,0,0.40000000000000000,0,FALSE,FALSE,0,FALSE,FALSE,FALSE,9.06588963700051,FALSE,TRUE,FALSE,63,1130,20092021,PreComm_Task,None,
19,Volatile,61,60,74,47,1,1,13,5.869035522999180,TRUE,FALSE,FALSE,FALSE,0,0,0.5,0.40000000000000000,TRUE,FALSE,FALSE,15.809759549003500,FALSE,TRUE,FALSE,0,FALSE,FALSE,FALSE,74,1130,20092021,PreComm_Task,None,
20,Volatile,52,71,36,87,18,19,16,7.1591303709938100,FALSE,TRUE,FALSE,0,0,0,0,0.5000000000000000,0,FALSE,FALSE,0,FALSE,FALSE,FALSE,9.357715314996310,TRUE,FALSE,FALSE,87,1130,20092021,PreComm_Task,None,
21,Volatile,39,26,28,37,15,13,-11,5.9077979319990800,TRUE,FALSE,FALSE,FALSE,0,0,0.9,0.5000000000000000,TRUE,FALSE,FALSE,16.353008911995900,FALSE,FALSE,TRUE,0,FALSE,FALSE,FALSE,37,1130,20092021,PreComm_Task,None,
22,Volatile,25,32,36,21,9,7,-11,6.055831233999930,TRUE,FALSE,FALSE,TRUE,0.596554636998917,14.957358899002400,0.3,0.6000000000000000,FALSE,TRUE,FALSE,0,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,36,1130,20092021,PreComm_Task,None,
23,Volatile,36,23,49,10,13,13,13,6.951899428000620,FALSE,TRUE,FALSE,0,0,0,0,0.5000000000000000,0,FALSE,FALSE,0,FALSE,FALSE,FALSE,9.751320903000310,FALSE,TRUE,FALSE,49,1130,20092021,PreComm_Task,None,
