TrialNumber,Condition,OptionA,OptionB,EndA,EndB,combination,difference,change,Choice_RT,Choice_Wait,Choice_Commit,Choice_Miss,Press_hit,Play_RT,RT_trialClock_play,ITI_play,Square_timing,Press_miss,Play_win_A,Play_win_B,Late_RT,Play_lost,Play_lost_chosenA,Play_lost_chosenB,Precomm_RT,Precomm_B,Precomm_A,Precomm_miss,Earnings,participant,date,expName,frameRate,
1,Volatile,40,39,51,28,2,1,11,6.707064326001270,TRUE,FALSE,FALSE,TRUE,0.5488562550017380,16.14969268099960,0.9,0.8,FALSE,TRUE,FALSE,0,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,51,1054,2082021,PreComm_Task,None,
2,Volatile,61,74,50,85,14,13,11,6.613025288999780,FALSE,TRUE,FALSE,0,0,0,0,0.7000000000000000,0,FALSE,FALSE,0,FALSE,FALSE,FALSE,9.312827068002660,TRUE,FALSE,FALSE,85,1054,2082021,PreComm_Task,None,
3,Volatile,55,48,71,32,6,7,16,5.816026720996890,TRUE,FALSE,FALSE,TRUE,0.48915539900190200,15.216200547998600,0.9,0.7000000000000000,FALSE,TRUE,FALSE,0,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,71,1054,2082021,PreComm_Task,None,
4,Volatile,56,69,72,53,17,13,-16,6.807408724998820,FALSE,TRUE,FALSE,0,0,0,0,0.6000000000000000,0,FALSE,FALSE,0,FALSE,FALSE,FALSE,8.9566601789993,TRUE,FALSE,FALSE,53,1054,2082021,PreComm_Task,None,
5,Volatile,28,27,17,38,3,1,-11,5.670284545005420,TRUE,FALSE,FALSE,TRUE,0.5018874279994630,14.570654098999500,0.4,0.6000000000000000,FALSE,FALSE,TRUE,0,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,38,1054,2082021,PreComm_Task,None,
6,Volatile,45,44,61,28,0,1,16,5.769301535001430,TRUE,FALSE,FALSE,FALSE,0,0,0.3,0.5000000000000000,TRUE,FALSE,FALSE,15.605989764997500,FALSE,FALSE,TRUE,0,FALSE,FALSE,FALSE,28,1054,2082021,PreComm_Task,None,
7,Volatile,48,35,64,19,12,13,16,6.064488259995410,TRUE,FALSE,FALSE,TRUE,0.4526265730019080,15.41455258699720,0.9,0.6000000000000000,FALSE,TRUE,FALSE,0,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,64,1054,2082021,PreComm_Task,None,
8,Volatile,35,16,22,29,22,19,-13,6.232572084001730,TRUE,FALSE,FALSE,FALSE,0,0,0.2,0.5000000000000000,TRUE,FALSE,FALSE,15.96381652400310,FALSE,TRUE,FALSE,0,FALSE,FALSE,FALSE,22,1054,2082021,PreComm_Task,None,
9,Volatile,28,21,17,32,9,7,-11,5.683915289999280,TRUE,FALSE,FALSE,TRUE,0.515347576001659,14.78609130300170,0.6,0.6000000000000000,FALSE,FALSE,TRUE,0,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,32,1054,2082021,PreComm_Task,None,
10,Volatile,58,71,69,60,15,13,-11,6.417058541002920,TRUE,FALSE,FALSE,TRUE,0.45492176699917800,15.366822658004800,0.5,0.5000000000000000,FALSE,TRUE,FALSE,0,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,69,1054,2082021,PreComm_Task,None,
11,Volatile,61,68,48,81,7,7,13,6.0653649419982700,TRUE,FALSE,FALSE,FALSE,0,0,0.6,0.40000000000000000,TRUE,FALSE,FALSE,16.12143980499970,FALSE,FALSE,TRUE,0,FALSE,FALSE,FALSE,81,1054,2082021,PreComm_Task,None,
12,Volatile,47,34,60,21,13,13,13,5.652148581997610,TRUE,FALSE,FALSE,TRUE,0.46448665000207300,14.7022647470003,0.6,0.5000000000000000,FALSE,TRUE,FALSE,0,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,60,1054,2082021,PreComm_Task,None,
13,Volatile,52,45,63,34,8,7,11,6.769571021999580,FALSE,TRUE,FALSE,0,0,0,0,0.40000000000000000,0,FALSE,FALSE,0,FALSE,FALSE,FALSE,8.96863743999711,FALSE,TRUE,FALSE,63,1054,2082021,PreComm_Task,None,
14,Volatile,67,48,83,32,18,19,16,5.558858267999310,TRUE,FALSE,FALSE,FALSE,0,0,0.6,0.40000000000000000,TRUE,FALSE,FALSE,15.609391434001700,FALSE,FALSE,TRUE,0,FALSE,FALSE,FALSE,32,1054,2082021,PreComm_Task,None,
15,Volatile,79,60,68,71,21,19,-11,6.2934482650016400,FALSE,TRUE,FALSE,0,0,0,0,0.5000000000000000,0,FALSE,FALSE,0,FALSE,FALSE,FALSE,8.64227293300064,FALSE,TRUE,FALSE,68,1054,2082021,PreComm_Task,None,
16,Volatile,17,18,30,5,4,1,-13,6.236578290998300,TRUE,FALSE,FALSE,FALSE,0,0,0.2,0.5000000000000000,TRUE,FALSE,FALSE,15.987375947996000,FALSE,TRUE,FALSE,0,FALSE,FALSE,FALSE,30,1054,2082021,PreComm_Task,None,
17,Volatile,48,29,61,16,19,19,13,6.747413071003390,FALSE,TRUE,FALSE,0,0,0,0,0.6000000000000000,0,FALSE,FALSE,0,FALSE,FALSE,FALSE,8.856183413001420,FALSE,TRUE,FALSE,61,1054,2082021,PreComm_Task,None,
18,Volatile,48,67,37,78,20,19,11,6.576644127999320,FALSE,TRUE,FALSE,0,0,0,0,0.6000000000000000,0,FALSE,FALSE,0,FALSE,FALSE,FALSE,8.97526887999993,TRUE,FALSE,FALSE,78,1054,2082021,PreComm_Task,None,
19,Volatile,61,60,45,76,5,1,-16,5.8909999419993300,TRUE,FALSE,FALSE,TRUE,0.4440413449992780,14.841479272996400,0.5,0.6000000000000000,FALSE,FALSE,TRUE,0,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,76,1054,2082021,PreComm_Task,None,
20,Volatile,22,21,35,8,1,1,13,5.601461461999860,TRUE,FALSE,FALSE,TRUE,0.4562011770030950,14.952444151997000,0.9,0.5000000000000000,FALSE,TRUE,FALSE,0,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,35,1054,2082021,PreComm_Task,None,
21,Volatile,61,74,74,61,16,13,-13,6.653391241998180,TRUE,FALSE,FALSE,FALSE,0,0,0.9,0.40000000000000000,TRUE,FALSE,FALSE,16.984545241000900,FALSE,FALSE,TRUE,0,FALSE,FALSE,FALSE,61,1054,2082021,PreComm_Task,None,
22,Volatile,49,68,65,52,23,19,-16,6.059387094006520,FALSE,TRUE,FALSE,0,0,0,0,0.5000000000000000,0,FALSE,FALSE,0,FALSE,FALSE,FALSE,8.30929819100129,TRUE,FALSE,FALSE,52,1054,2082021,PreComm_Task,None,
23,Volatile,44,37,28,53,11,7,-16,6.220872158999560,TRUE,FALSE,FALSE,TRUE,0.44386251399555500,15.671257582995200,1.0,0.5000000000000000,FALSE,FALSE,TRUE,0,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,53,1054,2082021,PreComm_Task,None,
24,Volatile,26,19,13,32,10,7,-13,6.7056307020029600,FALSE,TRUE,FALSE,0,0,0,0,0.40000000000000000,0,FALSE,FALSE,0,FALSE,FALSE,FALSE,9.105214301001980,FALSE,TRUE,FALSE,13,1054,2082021,PreComm_Task,None,
25,Volatile,24,23,11,36,4,1,-13,7.34069902900228,TRUE,FALSE,FALSE,FALSE,0,0,0.7,0.40000000000000000,TRUE,FALSE,FALSE,17.477321741003800,FALSE,TRUE,FALSE,0,FALSE,FALSE,FALSE,11,1054,2082021,PreComm_Task,None,
