TrialNumber,Condition,OptionA,OptionB,EndA,EndB,combination,difference,change,Choice_RT,Choice_Wait,Choice_Commit,Choice_Miss,Press_hit,Play_RT,RT_trialClock_play,ITI_play,Square_timing,Press_miss,Play_win_A,Play_win_B,Late_RT,Play_lost,Play_lost_chosenA,Play_lost_chosenB,Precomm_RT,Precomm_B,Precomm_A,Precomm_miss,Earnings,participant,date,expName,frameRate,
1,Stable,18,11,17,12,9,7,-1,7.108783659001350,TRUE,FALSE,FALSE,TRUE,0.6193054710020080,16.64979814399700,0.9,0.8,FALSE,FALSE,FALSE,17.847717696000500,FALSE,TRUE,FALSE,0,FALSE,FALSE,FALSE,17,1083,16082021,PreComm_Task,None,
2,Stable,70,89,64,95,18,19,6,8.178971046007060,FALSE,TRUE,FALSE,0,0,0,0,0.9,0,FALSE,FALSE,0,FALSE,FALSE,FALSE,10.728704347006000,FALSE,TRUE,FALSE,64,1083,16082021,PreComm_Task,None,
3,Stable,71,90,74,87,22,19,-3,8.022953070998480,FALSE,TRUE,FALSE,0,0,0,0,0.9,0,FALSE,FALSE,0,FALSE,FALSE,FALSE,12.07237744700250,FALSE,TRUE,FALSE,74,1083,16082021,PreComm_Task,None,
4,Stable,71,90,68,93,19,19,3,6.619843209002280,FALSE,TRUE,FALSE,0,0,0,0,0.9,0,FALSE,FALSE,0,FALSE,FALSE,FALSE,8.369630619003150,TRUE,FALSE,FALSE,93,1083,16082021,PreComm_Task,None,
5,Stable,68,75,65,78,7,7,3,5.723926352999120,FALSE,TRUE,FALSE,0,0,0,0,0.9,0,FALSE,FALSE,0,FALSE,FALSE,FALSE,7.4747981340042300,TRUE,FALSE,FALSE,78,1083,16082021,PreComm_Task,None,
6,Stable,62,81,61,82,20,19,1,5.905915152005040,TRUE,FALSE,FALSE,FALSE,0,0,0.2,0.9,TRUE,FALSE,FALSE,16.057676021002400,FALSE,TRUE,FALSE,0,FALSE,FALSE,FALSE,61,1083,16082021,PreComm_Task,None,
7,Stable,68,87,69,86,21,19,-1,7.585334226998380,FALSE,TRUE,FALSE,0,0,0,0,1.0,0,FALSE,FALSE,0,FALSE,FALSE,FALSE,10.384412100997000,TRUE,FALSE,FALSE,86,1083,16082021,PreComm_Task,None,
8,Stable,49,68,55,62,23,19,-6,6.207740963000110,FALSE,TRUE,FALSE,0,0,0,0,1.0,0,FALSE,FALSE,0,FALSE,FALSE,FALSE,8.555289060997890,TRUE,FALSE,FALSE,62,1083,16082021,PreComm_Task,None,
9,Stable,53,54,52,55,2,1,1,5.868938921994410,FALSE,TRUE,FALSE,0,0,0,0,1.0,0,FALSE,FALSE,0,FALSE,FALSE,FALSE,8.168858331999220,FALSE,TRUE,FALSE,52,1083,16082021,PreComm_Task,None,
10,Stable,35,28,32,31,10,7,-3,6.410727556001800,FALSE,TRUE,FALSE,0,0,0,0,1.0,0,FALSE,FALSE,0,FALSE,FALSE,FALSE,9.20993374700629,TRUE,FALSE,FALSE,31,1083,16082021,PreComm_Task,None,
11,Stable,50,49,56,43,0,1,6,5.771608784001730,FALSE,TRUE,FALSE,0,0,0,0,1.0,0,FALSE,FALSE,0,FALSE,FALSE,FALSE,8.420958309005070,FALSE,TRUE,FALSE,56,1083,16082021,PreComm_Task,None,
12,Stable,12,25,15,22,16,13,-3,5.457659095998680,FALSE,TRUE,FALSE,0,0,0,0,1.0,0,FALSE,FALSE,0,FALSE,FALSE,FALSE,10.046870207996100,FALSE,FALSE,TRUE,0,1083,16082021,PreComm_Task,None,
13,Stable,17,16,16,17,3,1,-1,5.50573496799916,FALSE,TRUE,FALSE,0,0,0,0,1.0,0,FALSE,FALSE,0,FALSE,FALSE,FALSE,7.9551837609979000,FALSE,TRUE,FALSE,16,1083,16082021,PreComm_Task,None,
