TrialNumber,Condition,OptionA,OptionB,EndA,EndB,combination,difference,change,Choice_RT,Choice_Wait,Choice_Commit,Choice_Miss,Press_hit,Play_RT,RT_trialClock_play,ITI_play,Square_timing,Press_miss,Play_win_A,Play_win_B,Late_RT,Play_lost,Play_lost_chosenA,Play_lost_chosenB,Precomm_RT,Precomm_B,Precomm_A,Precomm_miss,Earnings,participant,date,expName,frameRate,
1,Stable,55,36,58,33,19,19,3,5.248937702999680,TRUE,FALSE,FALSE,TRUE,0.6455834459993640,14.793170216002200,0.9,0.8,FALSE,TRUE,FALSE,0,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,58,1027,15072021,PreComm_Task,None,
2,Stable,36,17,35,18,21,19,-1,5.083981761999890,TRUE,FALSE,FALSE,TRUE,0.634911094999552,14.134712690000000,0.4,0.7000000000000000,FALSE,TRUE,FALSE,0,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,35,1027,15072021,PreComm_Task,None,
3,Stable,22,9,23,8,14,13,1,4.821523926999360,TRUE,FALSE,FALSE,FALSE,0,0,0.8,0.6000000000000000,TRUE,FALSE,FALSE,15.260950484000200,FALSE,FALSE,TRUE,0,FALSE,FALSE,FALSE,8,1027,15072021,PreComm_Task,None,
4,Stable,25,26,28,23,4,1,-3,5.087766754993940,TRUE,FALSE,FALSE,TRUE,0.5693044420040680,14.436689483998600,0.8,0.7000000000000000,FALSE,TRUE,FALSE,0,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,28,1027,15072021,PreComm_Task,None,
5,Stable,36,49,33,52,13,13,3,4.623381833996970,TRUE,FALSE,FALSE,FALSE,0,0,0.5,0.6000000000000000,TRUE,FALSE,FALSE,14.811695726995800,FALSE,TRUE,FALSE,0,FALSE,FALSE,FALSE,33,1027,15072021,PreComm_Task,None,
6,Stable,21,34,27,28,17,13,-6,4.801974973001050,TRUE,FALSE,FALSE,TRUE,0.5754952950010190,14.301889592003100,0.9,0.7000000000000000,FALSE,FALSE,TRUE,0,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,28,1027,15072021,PreComm_Task,None,
7,Stable,32,39,26,45,6,7,6,4.5687279000048900,TRUE,FALSE,FALSE,FALSE,0,0,0.8,0.6000000000000000,TRUE,FALSE,FALSE,15.000955209005000,FALSE,TRUE,FALSE,0,FALSE,FALSE,FALSE,26,1027,15072021,PreComm_Task,None,
8,Stable,19,12,16,15,10,7,-3,5.867262804000350,TRUE,FALSE,FALSE,FALSE,0,0,0.3,0.7000000000000000,TRUE,FALSE,FALSE,15.905399005998300,FALSE,TRUE,FALSE,0,FALSE,FALSE,FALSE,16,1027,15072021,PreComm_Task,None,
9,Stable,64,57,58,63,11,7,-6,4.623858310995270,TRUE,FALSE,FALSE,TRUE,0.5801136009977200,13.824941783997900,0.6,0.8,FALSE,FALSE,TRUE,0,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,63,1027,15072021,PreComm_Task,None,
10,Stable,42,43,48,37,5,1,-6,4.511960422998530,TRUE,FALSE,FALSE,TRUE,0.6012176770018410,13.512765366998800,0.4,0.7000000000000000,FALSE,TRUE,FALSE,0,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,48,1027,15072021,PreComm_Task,None,
